Timestamp,EV_KW(kW)
18-Jul-23 2:15 PM ICT,0.1
18-Jul-23 2:20 PM ICT,0.1
18-Jul-23 2:25 PM ICT,0.1
18-Jul-23 2:30 PM ICT,0.1
18-Jul-23 2:35 PM ICT,0.1
18-Jul-23 2:40 PM ICT,0.1
18-Jul-23 2:45 PM ICT,0.1
18-Jul-23 2:50 PM ICT,0.1
18-Jul-23 2:55 PM ICT,0.1
18-Jul-23 3:00 PM ICT,0.1
18-Jul-23 3:05 PM ICT,0.1
18-Jul-23 3:10 PM ICT,0.1
18-Jul-23 3:15 PM ICT,0.1
18-Jul-23 3:20 PM ICT,0.1
18-Jul-23 3:25 PM ICT,0.1
18-Jul-23 3:30 PM ICT,0.1
18-Jul-23 3:35 PM ICT,0.0
18-Jul-23 3:40 PM ICT,0.1
18-Jul-23 3:45 PM ICT,0.2
18-Jul-23 3:50 PM ICT,0.1
18-Jul-23 3:55 PM ICT,0.2
18-Jul-23 4:00 PM ICT,0.2
18-Jul-23 4:05 PM ICT,0.2
18-Jul-23 4:10 PM ICT,0.1
18-Jul-23 4:15 PM ICT,0.1
18-Jul-23 4:20 PM ICT,0.1
18-Jul-23 4:25 PM ICT,0.2
18-Jul-23 4:30 PM ICT,0.1
18-Jul-23 4:35 PM ICT,0.2
18-Jul-23 4:40 PM ICT,0.1
18-Jul-23 4:45 PM ICT,0.1
18-Jul-23 4:50 PM ICT,0.1
18-Jul-23 4:55 PM ICT,0.1
18-Jul-23 5:00 PM ICT,0.0
18-Jul-23 5:05 PM ICT,0.0
18-Jul-23 5:10 PM ICT,0.0
18-Jul-23 5:15 PM ICT,0.0
18-Jul-23 5:20 PM ICT,0.0
18-Jul-23 5:25 PM ICT,0.0
18-Jul-23 5:30 PM ICT,0.0
18-Jul-23 5:35 PM ICT,0.0
18-Jul-23 5:40 PM ICT,0.0
18-Jul-23 5:45 PM ICT,0.0
18-Jul-23 5:50 PM ICT,0.0
18-Jul-23 5:55 PM ICT,0.0
18-Jul-23 6:00 PM ICT,0.0
18-Jul-23 6:05 PM ICT,0.0
18-Jul-23 6:10 PM ICT,0.0
18-Jul-23 6:15 PM ICT,0.0
18-Jul-23 6:20 PM ICT,0.0
18-Jul-23 6:25 PM ICT,0.0
18-Jul-23 6:30 PM ICT,0.0
18-Jul-23 6:35 PM ICT,0.0
18-Jul-23 6:40 PM ICT,0.0
18-Jul-23 6:45 PM ICT,0.0
18-Jul-23 6:50 PM ICT,0.0
18-Jul-23 6:55 PM ICT,0.1
18-Jul-23 7:00 PM ICT,0.0
18-Jul-23 7:05 PM ICT,0.0
18-Jul-23 7:10 PM ICT,0.1
18-Jul-23 7:15 PM ICT,0.1
18-Jul-23 7:20 PM ICT,0.0
18-Jul-23 7:25 PM ICT,0.1
18-Jul-23 7:30 PM ICT,0.1
18-Jul-23 7:35 PM ICT,15.6
18-Jul-23 7:40 PM ICT,25.5
18-Jul-23 7:45 PM ICT,25.5
18-Jul-23 7:50 PM ICT,25.5
18-Jul-23 7:55 PM ICT,25.5
18-Jul-23 8:00 PM ICT,25.7
18-Jul-23 8:05 PM ICT,25.7
18-Jul-23 8:10 PM ICT,25.8
18-Jul-23 8:15 PM ICT,25.8
18-Jul-23 8:20 PM ICT,25.8
18-Jul-23 8:25 PM ICT,25.9
18-Jul-23 8:30 PM ICT,25.9
18-Jul-23 8:35 PM ICT,0.1
18-Jul-23 8:40 PM ICT,0.1
18-Jul-23 8:45 PM ICT,0.0
18-Jul-23 8:50 PM ICT,0.0
18-Jul-23 8:55 PM ICT,0.0
18-Jul-23 9:00 PM ICT,0.0
18-Jul-23 9:05 PM ICT,0.0
18-Jul-23 9:10 PM ICT,0.0
