Timestamp,ACE_Perday,BP_Perday,EV_Perday,GS_Perday,SURE_Perday,ShowRoom_Perday,VM_Perday
18-Jul-23 3:30 PM ICT,24.0,14.5,-0.0,20.0,4.0,66.0,21.4
18-Jul-23 3:45 PM ICT,56.0,26.2,-0.0,35.2,6.2,107.6,27.2
18-Jul-23 4:00 PM ICT,80.0,80.7,-0.1,51.5,8.3,148.2,34.2
18-Jul-23 4:15 PM ICT,104.0,89.7,-0.1,67.2,10.5,188.6,40.6
18-Jul-23 4:30 PM ICT,112.3,100.5,-0.2,82.0,12.6,228.8,47.7
18-Jul-23 4:45 PM ICT,121.9,106.1,-0.2,94.9,14.4,267.7,54.9
18-Jul-23 5:00 PM ICT,129.9,113.5,-0.2,103.7,16.1,295.7,60.0
18-Jul-23 5:15 PM ICT,137.9,112.1,-0.2,107.0,16.3,308.5,62.0
18-Jul-23 5:30 PM ICT,137.9,112.4,-0.2,107.9,16.4,316.5,62.3
18-Jul-23 5:45 PM ICT,145.9,114.6,-0.2,108.4,16.5,320.8,62.5
18-Jul-23 6:00 PM ICT,153.9,114.8,-0.2,109.0,16.6,324.5,62.8
18-Jul-23 6:15 PM ICT,153.9,115.0,-0.2,109.6,16.8,328.7,63.2
18-Jul-23 6:30 PM ICT,153.9,115.3,-0.2,110.1,16.9,331.8,63.4
18-Jul-23 6:45 PM ICT,149.0,115.6,-0.2,111.0,17.1,334.6,64.0
18-Jul-23 7:00 PM ICT,153.2,115.8,-0.2,111.8,17.5,337.8,64.6
18-Jul-23 7:15 PM ICT,148.2,113.9,-0.2,112.6,17.8,340.8,65.2
18-Jul-23 7:30 PM ICT,148.4,114.0,-0.2,113.4,18.1,343.9,65.8
18-Jul-23 7:45 PM ICT,152.1,114.1,3.2,114.2,18.4,350.5,66.5
18-Jul-23 8:00 PM ICT,153.2,114.3,9.5,115.0,18.7,360.4,67.1
18-Jul-23 8:15 PM ICT,151.2,114.4,15.9,115.7,19.1,369.7,67.7
18-Jul-23 8:30 PM ICT,151.2,114.5,22.4,116.4,19.4,379.0,68.2
18-Jul-23 8:45 PM ICT,152.6,114.6,24.6,117.1,19.5,383.9,68.8
18-Jul-23 9:00 PM ICT,148.4,116.8,24.6,117.8,19.7,386.6,69.4
18-Jul-23 9:15 PM ICT,151.4,116.9,24.6,114.5,19.9,389.3,69.9
18-Jul-23 9:30 PM ICT,151.8,117.0,24.6,119.2,20.1,392.1,70.5
18-Jul-23 9:45 PM ICT,146.8,117.2,24.6,119.8,20.3,394.9,71.1
18-Jul-23 10:00 PM ICT,148.9,117.3,24.7,120.5,20.5,398.0,71.6
18-Jul-23 10:15 PM ICT,149.7,117.4,24.7,121.1,20.7,400.7,72.1
18-Jul-23 10:30 PM ICT,152.7,117.5,24.7,121.8,20.9,403.4,72.7
18-Jul-23 10:45 PM ICT,152.6,117.6,24.7,118.5,21.1,406.1,73.3
18-Jul-23 11:00 PM ICT,147.5,117.8,24.7,123.1,21.3,408.8,73.8
18-Jul-23 11:15 PM ICT,150.1,117.9,24.6,123.8,21.5,411.5,74.4
18-Jul-23 11:30 PM ICT,151.0,116.0,24.6,124.4,21.7,414.2,74.9
18-Jul-23 11:45 PM ICT,150.9,116.1,24.6,125.1,21.9,417.4,75.5
19-Jul-23 12:00 AM ICT,147.4,116.2,24.6,125.8,22.1,420.0,76.1
19-Jul-23 12:15 AM ICT,1.0,0.1,0.0,-3.3,0.2,2.6,0.6
19-Jul-23 12:30 AM ICT,2.6,0.2,0.0,1.4,0.4,5.3,1.2
19-Jul-23 12:45 AM ICT,5.2,0.4,0.0,2.0,0.6,7.8,1.7
19-Jul-23 1:00 AM ICT,6.0,0.5,0.0,2.7,0.7,10.5,2.3
19-Jul-23 1:15 AM ICT,0.8,0.6,0.0,3.3,0.9,13.2,2.8
19-Jul-23 1:30 AM ICT,-0.4,0.7,0.0,4.0,1.2,16.1,3.3
19-Jul-23 1:45 AM ICT,1.9,0.8,0.1,4.6,1.4,18.4,3.9
19-Jul-23 2:00 AM ICT,2.6,3.0,0.1,5.3,1.5,20.7,4.4
19-Jul-23 2:15 AM ICT,3.8,3.1,0.1,5.9,1.7,23.0,4.9
19-Jul-23 2:30 AM ICT,-1.4,3.2,0.1,6.6,1.9,25.4,5.5
19-Jul-23 2:45 AM ICT,-6.0,3.3,-0.0,7.2,2.1,27.8,6.0
19-Jul-23 3:00 AM ICT,-5.4,3.5,-0.0,7.8,2.3,30.1,6.6
19-Jul-23 3:15 AM ICT,-4.5,3.6,-0.0,8.3,2.5,32.4,7.1
19-Jul-23 3:30 AM ICT,-2.3,1.7,-0.0,8.9,2.7,34.6,7.7
19-Jul-23 3:45 AM ICT,-6.8,1.8,-0.0,9.5,2.8,36.7,8.2
19-Jul-23 4:00 AM ICT,-5.2,2.0,0.0,10.0,3.0,39.0,8.8
19-Jul-23 4:15 AM ICT,-4.9,2.1,0.0,10.6,3.2,41.2,9.3
19-Jul-23 4:30 AM ICT,-2.5,2.2,0.0,11.2,3.3,43.4,9.8
19-Jul-23 4:45 AM ICT,-6.8,2.3,0.0,11.7,3.5,45.8,10.3
19-Jul-23 5:00 AM ICT,-6.6,2.5,0.0,12.3,3.7,48.1,10.9
19-Jul-23 5:15 AM ICT,-3.7,2.6,0.0,12.8,3.8,50.3,11.4
19-Jul-23 5:30 AM ICT,-4.2,2.7,0.0,13.2,3.9,52.4,11.8
19-Jul-23 5:45 AM ICT,-8.4,2.8,0.1,13.5,4.0,55.0,11.9
19-Jul-23 6:00 AM ICT,-1.3,2.8,0.1,13.8,4.1,57.6,12.1
19-Jul-23 6:15 AM ICT,-1.2,2.9,0.1,14.1,4.2,59.9,12.3
19-Jul-23 6:30 AM ICT,-1.2,2.9,0.2,14.4,4.3,62.0,12.6
19-Jul-23 6:45 AM ICT,6.8,3.1,0.2,14.7,4.4,64.1,12.8
19-Jul-23 7:00 AM ICT,6.8,5.3,0.2,15.0,4.5,66.2,13.1
19-Jul-23 7:15 AM ICT,14.8,5.5,0.2,15.4,4.6,68.5,13.3
19-Jul-23 7:30 AM ICT,22.8,3.7,0.2,16.1,4.7,74.8,13.5
19-Jul-23 7:45 AM ICT,22.8,4.6,0.1,16.9,5.0,86.5,13.8
19-Jul-23 8:00 AM ICT,30.8,7.1,0.1,19.3,5.3,118.0,15.9
19-Jul-23 8:15 AM ICT,46.8,12.2,0.1,22.8,6.3,154.5,18.3
19-Jul-23 8:30 AM ICT,62.8,17.9,0.1,29.6,7.7,191.0,20.7
19-Jul-23 8:45 AM ICT,78.8,26.8,0.2,39.8,9.9,229.0,25.3
19-Jul-23 9:00 AM ICT,102.8,35.5,0.2,49.2,11.6,269.4,29.5
19-Jul-23 9:15 AM ICT,126.8,42.9,0.1,61.3,13.6,310.4,35.3
19-Jul-23 9:30 AM ICT,158.8,50.3,0.1,75.9,15.7,350.8,42.0
19-Jul-23 9:45 AM ICT,190.8,59.7,6.3,92.1,18.0,398.4,48.5
19-Jul-23 10:00 AM ICT,214.8,69.4,12.8,106.6,20.1,444.2,55.1
19-Jul-23 10:15 AM ICT,238.8,78.0,19.3,121.6,22.4,490.7,61.0
19-Jul-23 10:30 AM ICT,270.8,91.4,25.4,138.8,24.5,535.5,67.5
19-Jul-23 10:45 AM ICT,310.8,102.8,27.9,158.0,26.7,577.6,74.2
19-Jul-23 11:00 AM ICT,358.8,111.7,28.5,176.8,29.0,617.8,80.4
19-Jul-23 11:15 AM ICT,390.8,125.2,28.5,195.4,31.1,658.5,86.3
19-Jul-23 11:30 AM ICT,430.5,134.4,28.5,211.2,33.3,698.1,92.3
19-Jul-23 11:45 AM ICT,478.5,145.6,28.6,227.4,34.8,735.8,99.0
19-Jul-23 12:00 PM ICT,526.5,153.4,28.6,242.2,36.2,774.7,105.4
19-Jul-23 12:15 PM ICT,574.5,155.7,28.4,252.7,37.6,812.3,111.4
19-Jul-23 12:30 PM ICT,606.5,159.8,28.4,262.2,38.8,848.1,116.9
19-Jul-23 12:45 PM ICT,654.5,163.9,28.2,271.6,40.1,884.5,122.8
19-Jul-23 1:00 PM ICT,702.5,168.1,28.2,281.1,41.4,919.1,128.3
19-Jul-23 1:15 PM ICT,734.5,175.6,28.2,291.4,43.1,955.9,134.1
19-Jul-23 1:30 PM ICT,766.5,184.5,28.3,305.1,45.9,995.4,140.0
19-Jul-23 1:45 PM ICT,798.5,196.2,28.3,318.3,48.4,1035.6,146.2
19-Jul-23 2:00 PM ICT,814.5,207.1,28.3,332.2,50.9,1078.8,152.1
19-Jul-23 2:15 PM ICT,830.5,215.7,28.1,346.7,53.2,1121.7,159.0
19-Jul-23 2:30 PM ICT,862.5,224.5,28.1,362.1,55.5,1162.5,166.2
19-Jul-23 2:45 PM ICT,862.5,234.9,28.2,377.9,57.7,1203.7,173.1
19-Jul-23 3:00 PM ICT,894.5,246.0,28.2,393.3,59.8,1244.8,178.9
19-Jul-23 3:15 PM ICT,926.5,255.0,28.2,407.0,62.0,1283.9,184.2
19-Jul-23 3:30 PM ICT,942.5,261.7,28.2,421.5,64.6,1323.5,189.0
19-Jul-23 3:45 PM ICT,974.5,266.0,28.3,436.1,66.5,1362.3,194.3
19-Jul-23 4:00 PM ICT,990.5,274.0,28.3,449.4,68.9,1402.9,199.3
19-Jul-23 4:15 PM ICT,1022.5,282.6,28.3,461.8,70.8,1442.6,203.9
19-Jul-23 4:30 PM ICT,1038.5,288.1,28.3,471.0,73.3,1483.5,208.2
19-Jul-23 4:45 PM ICT,1054.5,300.9,28.1,479.8,75.3,1522.5,212.8
19-Jul-23 5:00 PM ICT,1070.5,305.3,28.1,487.9,77.0,1556.6,217.2
19-Jul-23 5:15 PM ICT,1086.5,306.3,28.1,492.4,77.3,1574.9,219.3
19-Jul-23 5:30 PM ICT,1086.5,306.6,28.1,493.5,77.5,1587.0,219.7
19-Jul-23 5:45 PM ICT,1086.5,307.0,28.1,494.0,77.6,1593.6,219.9
19-Jul-23 6:00 PM ICT,1102.5,307.3,28.1,494.5,77.8,1597.3,220.2
19-Jul-23 6:15 PM ICT,1102.5,307.5,28.2,495.0,78.0,1600.2,220.5
19-Jul-23 6:30 PM ICT,1102.5,307.6,28.2,495.5,78.2,1603.0,220.8
19-Jul-23 6:45 PM ICT,1090.1,303.7,28.2,496.1,78.6,1606.3,221.1
19-Jul-23 7:00 PM ICT,1096.9,303.8,28.2,496.8,78.9,1609.3,221.7
19-Jul-23 7:15 PM ICT,1102.0,303.9,28.2,497.6,79.3,1612.3,222.3
19-Jul-23 7:30 PM ICT,1092.8,304.0,28.2,498.3,79.7,1615.5,222.8
19-Jul-23 7:45 PM ICT,1089.2,304.2,28.2,499.0,80.0,1618.7,223.4
19-Jul-23 8:00 PM ICT,1092.7,304.3,28.2,499.8,80.4,1621.7,224.0
19-Jul-23 8:15 PM ICT,1100.7,304.4,28.2,500.5,80.7,1625.4,224.5
19-Jul-23 8:30 PM ICT,1091.4,308.6,28.2,501.3,81.1,1628.3,225.1
19-Jul-23 8:45 PM ICT,1101.6,308.7,28.2,502.0,81.3,1631.1,225.6
19-Jul-23 9:00 PM ICT,1093.6,308.8,28.2,502.8,81.5,1634.0,226.2
19-Jul-23 9:15 PM ICT,1098.2,309.0,28.2,503.5,81.7,1636.8,226.8
19-Jul-23 9:30 PM ICT,1087.3,309.1,28.3,504.2,81.9,1639.7,227.3
19-Jul-23 9:45 PM ICT,1100.9,309.2,28.3,505.0,82.2,1642.5,227.9
19-Jul-23 10:00 PM ICT,1090.8,309.4,28.3,505.7,82.4,1645.5,228.4
19-Jul-23 10:15 PM ICT,1095.1,309.5,28.3,506.4,82.6,1648.6,229.0
19-Jul-23 10:30 PM ICT,1101.9,309.6,28.3,507.2,82.8,1651.2,229.5
19-Jul-23 10:45 PM ICT,1078.8,309.8,28.3,507.9,83.0,1653.8,230.1
19-Jul-23 11:00 PM ICT,1071.2,309.9,28.3,508.6,83.3,1656.5,230.6
19-Jul-23 11:15 PM ICT,1078.8,310.0,28.3,509.3,83.5,1659.2,231.2
19-Jul-23 11:30 PM ICT,1082.6,310.2,28.3,510.1,83.7,1662.0,231.8
19-Jul-23 11:45 PM ICT,1073.1,310.3,28.3,510.8,83.9,1664.6,232.4
20-Jul-23 12:00 AM ICT,1086.7,310.4,28.1,511.5,84.1,1667.6,232.9
20-Jul-23 12:15 AM ICT,-13.1,0.1,0.0,0.7,0.2,3.0,0.6
20-Jul-23 12:30 AM ICT,-7.0,0.3,0.0,1.4,0.4,5.6,1.2
20-Jul-23 12:45 AM ICT,-1.7,0.4,0.0,2.1,0.5,8.2,1.7
20-Jul-23 1:00 AM ICT,-6.8,0.5,0.0,2.8,0.7,10.9,2.3
20-Jul-23 1:15 AM ICT,-1.9,0.6,0.0,3.5,0.9,13.5,2.9
20-Jul-23 1:30 AM ICT,-9.7,0.8,0.0,4.2,1.1,16.0,3.4
20-Jul-23 1:45 AM ICT,-6.3,0.9,0.1,4.8,1.2,18.7,4.0
20-Jul-23 2:00 AM ICT,-9.0,1.0,0.1,5.4,1.4,21.0,4.5
20-Jul-23 2:15 AM ICT,-2.3,1.2,0.1,6.0,1.6,23.3,5.1
20-Jul-23 2:30 AM ICT,-15.2,-2.7,0.1,6.7,1.7,25.6,5.7
20-Jul-23 2:45 AM ICT,-7.9,-2.4,0.1,7.3,1.9,27.9,6.2
20-Jul-23 3:00 AM ICT,-0.3,-2.1,0.1,7.9,2.1,30.1,6.8
20-Jul-23 3:15 AM ICT,-6.5,-1.8,0.1,8.4,2.3,32.4,7.3
20-Jul-23 3:30 AM ICT,0.0,-1.4,0.1,9.0,2.4,34.5,7.9
20-Jul-23 3:45 AM ICT,-12.7,2.9,0.1,9.7,2.6,36.8,8.4
20-Jul-23 4:00 AM ICT,-7.7,3.1,0.1,10.3,2.8,39.1,9.0
20-Jul-23 4:15 AM ICT,-8.8,3.3,0.1,10.8,2.9,41.5,9.5
20-Jul-23 4:30 AM ICT,-4.7,3.4,0.1,11.4,3.1,43.8,10.0
20-Jul-23 4:45 AM ICT,0.1,3.5,0.1,12.0,3.3,46.1,10.6
20-Jul-23 5:00 AM ICT,-10.5,3.6,0.2,12.6,3.5,48.4,11.1
20-Jul-23 5:15 AM ICT,-14.7,3.8,0.2,5.1,3.8,50.9,11.6
20-Jul-23 5:30 AM ICT,-11.3,3.9,0.2,13.6,3.9,53.0,12.0
20-Jul-23 5:45 AM ICT,-3.6,4.0,0.2,13.9,4.1,55.4,12.3
20-Jul-23 6:00 AM ICT,-8.6,4.0,0.2,14.2,4.2,58.0,12.5
20-Jul-23 6:15 AM ICT,-8.6,4.1,0.2,14.6,4.3,60.6,12.7
20-Jul-23 6:30 AM ICT,-8.6,4.2,0.2,15.0,4.4,63.0,12.9
20-Jul-23 6:45 AM ICT,7.4,4.4,0.2,15.3,4.5,65.8,13.1
20-Jul-23 7:00 AM ICT,7.4,4.6,0.2,15.7,4.6,68.6,13.3
20-Jul-23 7:15 AM ICT,23.4,4.8,0.2,16.2,4.8,71.2,13.5
20-Jul-23 7:30 AM ICT,23.4,5.1,4.5,17.0,4.9,81.9,13.8
20-Jul-23 7:45 AM ICT,55.4,2.8,10.7,17.9,5.1,100.9,14.2
20-Jul-23 8:00 AM ICT,71.4,8.7,16.4,19.8,5.4,139.6,15.4
20-Jul-23 8:15 AM ICT,103.4,12.8,20.2,25.2,6.6,179.0,17.5
20-Jul-23 8:30 AM ICT,103.9,14.0,20.7,32.0,9.3,219.0,19.6
20-Jul-23 8:45 AM ICT,103.9,25.1,20.7,39.2,11.7,265.2,22.1
20-Jul-23 9:00 AM ICT,121.0,32.7,20.3,49.8,13.6,310.7,27.4
20-Jul-23 9:15 AM ICT,137.0,40.6,20.3,60.9,15.4,356.2,34.8
20-Jul-23 9:30 AM ICT,153.0,52.3,20.3,72.6,17.0,399.6,40.5
20-Jul-23 9:45 AM ICT,169.0,58.0,20.4,87.2,18.5,440.6,46.8
20-Jul-23 10:00 AM ICT,169.0,69.3,20.4,100.1,20.0,482.1,52.1
20-Jul-23 10:15 AM ICT,185.0,84.1,20.4,112.8,21.9,522.6,57.8
20-Jul-23 10:30 AM ICT,186.8,95.8,20.5,125.4,24.1,564.7,62.7
20-Jul-23 10:45 AM ICT,189.4,102.3,20.5,138.5,26.1,603.8,68.0
20-Jul-23 11:00 AM ICT,205.4,116.3,20.6,151.4,28.3,641.6,73.5
20-Jul-23 11:15 AM ICT,205.4,124.7,20.6,165.9,30.2,680.0,78.6
20-Jul-23 11:30 AM ICT,221.4,131.2,20.7,179.4,32.6,717.5,83.7
20-Jul-23 11:45 AM ICT,237.4,142.1,20.7,196.9,34.9,753.1,88.4
20-Jul-23 12:00 PM ICT,269.4,150.4,20.7,212.8,36.4,788.9,94.3
20-Jul-23 12:15 PM ICT,285.4,154.6,20.3,222.8,37.8,823.2,99.3
20-Jul-23 12:30 PM ICT,317.4,158.6,20.3,229.3,39.1,856.4,104.0
20-Jul-23 12:45 PM ICT,365.4,163.1,20.3,235.9,40.4,890.4,108.9
20-Jul-23 1:00 PM ICT,413.4,,,,,,
20-Jul-23 1:15 PM ICT,445.4,175.0,20.4,251.6,43.5,961.8,118.5
20-Jul-23 1:30 PM ICT,477.4,186.8,20.4,265.2,45.4,999.6,124.4
20-Jul-23 1:45 PM ICT,509.4,198.7,20.4,278.1,47.3,1040.6,130.2
20-Jul-23 2:00 PM ICT,541.4,209.3,20.5,291.1,49.2,1080.9,136.0
20-Jul-23 2:15 PM ICT,573.4,215.1,20.5,305.9,51.6,1120.6,142.2
20-Jul-23 2:30 PM ICT,605.4,228.6,20.5,320.3,53.9,1159.7,149.6
20-Jul-23 2:45 PM ICT,637.4,234.7,20.6,333.1,56.2,1200.5,156.9
20-Jul-23 3:00 PM ICT,669.4,242.2,20.6,347.6,58.2,1242.2,164.8
20-Jul-23 3:15 PM ICT,701.4,251.3,20.6,361.7,60.1,1280.9,172.5
20-Jul-23 3:30 PM ICT,733.4,262.7,20.7,376.6,62.5,1321.6,179.0
20-Jul-23 3:45 PM ICT,765.4,274.5,20.7,391.2,64.8,1359.6,185.5
20-Jul-23 4:00 PM ICT,797.4,287.8,20.3,407.0,67.2,1403.3,192.0
20-Jul-23 4:15 PM ICT,813.4,299.2,20.3,424.2,69.2,1445.0,200.4
20-Jul-23 4:30 PM ICT,813.4,313.2,20.3,441.1,71.1,1484.4,209.2
20-Jul-23 4:45 PM ICT,820.9,318.3,20.3,455.8,72.9,1522.0,216.7
20-Jul-23 5:00 PM ICT,817.4,324.1,20.4,468.6,74.5,1554.6,221.8
20-Jul-23 5:15 PM ICT,817.4,328.9,20.4,471.7,74.6,1569.9,223.2
20-Jul-23 5:30 PM ICT,833.4,329.1,20.4,472.4,74.8,1576.6,223.6
20-Jul-23 5:45 PM ICT,833.4,329.1,20.5,472.8,74.9,1582.5,223.9
20-Jul-23 6:00 PM ICT,833.4,329.2,27.0,473.2,75.0,1593.7,224.2
20-Jul-23 6:15 PM ICT,833.4,325.5,33.5,473.7,75.2,1603.5,224.5
20-Jul-23 6:30 PM ICT,833.4,325.8,39.9,474.2,75.5,1613.0,224.9
20-Jul-23 6:45 PM ICT,836.6,326.0,44.1,474.7,75.9,1619.7,225.2
20-Jul-23 7:00 PM ICT,840.1,326.3,44.5,475.4,76.2,1624.8,225.9
20-Jul-23 7:15 PM ICT,844.7,326.6,44.5,476.1,76.5,1629.3,226.5
20-Jul-23 7:30 PM ICT,836.0,326.9,44.5,476.8,76.8,1632.4,227.1
20-Jul-23 7:45 PM ICT,839.4,327.0,44.5,477.5,77.2,1635.4,227.7
20-Jul-23 8:00 PM ICT,843.9,327.1,44.5,478.2,77.5,1638.8,228.3
20-Jul-23 8:15 PM ICT,846.6,327.2,44.5,478.9,77.8,1641.7,228.9
20-Jul-23 8:30 PM ICT,837.8,327.3,44.5,479.6,78.1,1644.6,229.5
20-Jul-23 8:45 PM ICT,843.6,327.4,44.5,480.3,78.3,1647.3,230.1
20-Jul-23 9:00 PM ICT,846.7,327.5,44.5,481.0,78.5,1650.0,230.8
20-Jul-23 9:15 PM ICT,833.0,327.6,44.6,481.7,78.7,1652.7,231.4
20-Jul-23 9:30 PM ICT,843.1,327.7,44.6,482.4,78.9,1655.5,232.0
20-Jul-23 9:45 PM ICT,846.3,327.8,44.6,483.1,79.1,1658.1,232.5
20-Jul-23 10:00 PM ICT,832.8,327.9,44.6,483.8,79.3,1660.4,233.1
20-Jul-23 10:15 PM ICT,839.2,328.0,44.6,484.5,79.5,1662.8,233.7
20-Jul-23 10:30 PM ICT,843.0,328.1,44.6,477.1,79.7,1665.1,234.3
20-Jul-23 10:45 PM ICT,846.0,328.2,44.6,485.8,79.9,1667.3,234.9
20-Jul-23 11:00 PM ICT,839.4,328.3,44.6,486.5,80.1,1669.6,235.5
20-Jul-23 11:15 PM ICT,840.1,328.4,44.6,487.1,80.3,1671.9,235.9
20-Jul-23 11:30 PM ICT,846.0,328.5,44.6,487.8,80.5,1674.1,236.4
20-Jul-23 11:45 PM ICT,841.9,328.6,44.6,488.4,80.7,1676.3,236.9
21-Jul-23 12:00 AM ICT,845.7,328.6,44.6,489.1,80.8,1678.5,237.5
21-Jul-23 12:15 AM ICT,-13.3,0.1,0.0,0.6,0.2,2.2,0.5
21-Jul-23 12:30 AM ICT,-9.3,0.2,0.0,1.2,0.3,4.4,1.0
21-Jul-23 12:45 AM ICT,-0.8,0.3,0.0,1.8,0.5,6.6,1.5
21-Jul-23 1:00 AM ICT,1.4,0.4,0.0,2.5,0.7,8.9,2.0
21-Jul-23 1:15 AM ICT,-10.8,0.5,0.0,3.1,0.9,11.3,2.5
21-Jul-23 1:30 AM ICT,-4.5,0.6,0.0,3.6,1.1,13.8,3.0
21-Jul-23 1:45 AM ICT,-0.6,-3.3,0.1,4.2,1.3,16.1,3.4
21-Jul-23 2:00 AM ICT,1.3,-3.2,0.1,4.7,1.5,18.5,3.9
21-Jul-23 2:15 AM ICT,-8.8,-3.1,0.1,5.3,1.7,20.8,4.4
21-Jul-23 2:30 AM ICT,-1.0,1.1,0.1,5.8,1.9,23.1,4.9
21-Jul-23 2:45 AM ICT,-6.5,1.2,0.1,6.4,2.1,25.5,5.5
21-Jul-23 3:00 AM ICT,-10.1,1.4,-0.4,6.9,2.3,27.7,5.9
21-Jul-23 3:15 AM ICT,-1.2,1.5,-0.4,7.5,2.5,30.0,6.3
21-Jul-23 3:30 AM ICT,-7.7,1.7,-0.4,8.0,2.7,32.4,6.8
21-Jul-23 3:45 AM ICT,2.4,1.8,-0.4,8.5,2.9,34.7,7.2
21-Jul-23 4:00 AM ICT,-1.9,2.0,-0.4,9.0,3.1,36.9,7.7
21-Jul-23 4:15 AM ICT,-8.1,2.1,-0.4,9.6,3.3,39.1,8.2
21-Jul-23 4:30 AM ICT,1.2,2.1,-0.4,10.1,3.5,41.4,8.7
21-Jul-23 4:45 AM ICT,-4.8,2.2,-0.3,10.7,3.7,43.7,9.1
21-Jul-23 5:00 AM ICT,-11.9,2.3,-0.3,11.2,3.9,46.0,9.6
21-Jul-23 5:15 AM ICT,-1.7,2.4,-0.3,11.7,4.1,48.1,10.1
21-Jul-23 5:30 AM ICT,-5.9,2.4,-0.3,12.0,4.2,50.4,10.4
21-Jul-23 5:45 AM ICT,1.8,2.5,-0.3,12.4,4.4,52.8,10.6
21-Jul-23 6:00 AM ICT,-10.5,2.6,-0.3,12.8,4.5,55.3,10.8
21-Jul-23 6:15 AM ICT,-10.5,2.6,-0.3,13.1,4.6,57.8,11.1
21-Jul-23 6:30 AM ICT,-10.5,2.8,-0.3,13.5,4.7,59.9,11.2
21-Jul-23 6:45 AM ICT,-10.5,3.0,-0.3,13.9,4.8,62.4,11.4
21-Jul-23 7:00 AM ICT,5.5,3.2,-0.3,14.3,5.0,65.1,11.7
21-Jul-23 7:15 AM ICT,5.5,3.4,-0.3,14.7,5.1,69.1,11.9
21-Jul-23 7:30 AM ICT,21.5,3.6,-0.3,15.4,5.2,92.6,12.2
21-Jul-23 7:45 AM ICT,21.5,0.8,-0.3,16.4,5.4,121.4,12.7
21-Jul-23 8:00 AM ICT,44.0,9.6,-0.3,18.3,5.7,153.4,13.7
21-Jul-23 8:15 AM ICT,46.0,9.2,-0.2,23.4,6.4,186.3,15.9
21-Jul-23 8:30 AM ICT,38.3,17.3,-0.2,30.8,7.8,216.4,18.1
21-Jul-23 8:45 AM ICT,39.6,24.4,0.3,40.1,10.2,254.2,21.3
21-Jul-23 9:00 AM ICT,55.6,33.4,0.4,51.8,12.4,291.5,24.4
21-Jul-23 9:15 AM ICT,87.6,47.5,0.4,64.9,14.3,324.1,29.1
21-Jul-23 9:30 AM ICT,103.6,57.8,0.4,78.0,16.4,358.9,33.6
21-Jul-23 9:45 AM ICT,119.6,74.4,0.4,92.7,18.8,395.7,37.7
21-Jul-23 10:00 AM ICT,167.6,78.0,0.5,112.0,21.1,431.6,42.4
21-Jul-23 10:15 AM ICT,183.6,97.5,0.5,128.6,23.1,470.1,46.5
21-Jul-23 10:30 AM ICT,215.6,108.4,0.5,141.1,25.5,512.3,51.0
21-Jul-23 10:45 AM ICT,231.6,112.5,0.1,154.7,27.6,552.8,55.5
21-Jul-23 11:00 AM ICT,279.6,124.9,0.1,171.4,29.5,591.2,60.3
21-Jul-23 11:15 AM ICT,327.6,134.3,-0.4,191.5,32.0,628.0,67.7
21-Jul-23 11:30 AM ICT,375.6,145.1,-0.4,209.1,34.2,663.3,75.6
21-Jul-23 11:45 AM ICT,407.6,152.0,-0.4,224.7,35.8,696.4,83.1
21-Jul-23 12:00 PM ICT,423.6,157.4,-0.3,238.2,37.3,730.8,91.6
21-Jul-23 12:15 PM ICT,424.1,162.1,-0.3,247.1,38.9,765.3,99.2
21-Jul-23 12:30 PM ICT,456.1,165.8,-0.3,255.1,40.4,798.2,105.7
21-Jul-23 12:45 PM ICT,504.1,169.7,-0.3,263.0,41.9,828.9,111.7
21-Jul-23 1:00 PM ICT,525.4,173.7,-0.3,270.6,43.3,858.2,117.8
21-Jul-23 1:15 PM ICT,525.4,180.7,-0.2,280.5,44.9,888.9,124.8
21-Jul-23 1:30 PM ICT,557.4,192.5,-0.2,293.8,47.6,923.0,132.0
21-Jul-23 1:45 PM ICT,589.4,201.9,-0.2,308.9,49.8,958.3,139.2
21-Jul-23 2:00 PM ICT,621.4,212.8,-0.2,325.9,52.6,997.0,146.0
21-Jul-23 2:15 PM ICT,653.4,223.6,-0.1,344.4,55.5,1037.3,152.8
21-Jul-23 2:30 PM ICT,685.4,234.7,-0.1,361.9,58.1,1076.7,159.9
21-Jul-23 2:45 PM ICT,685.4,245.7,-0.1,377.9,60.9,1114.7,168.0
21-Jul-23 3:00 PM ICT,749.4,256.1,-0.0,393.1,63.9,1152.3,175.4
21-Jul-23 3:15 PM ICT,781.4,275.4,-0.0,409.1,66.4,1191.8,182.6
21-Jul-23 3:30 PM ICT,781.4,284.4,0.0,428.3,68.8,1233.2,189.7
21-Jul-23 3:45 PM ICT,813.4,292.4,0.1,444.0,70.9,1273.9,196.6
21-Jul-23 4:00 PM ICT,845.4,294.9,0.1,457.9,72.7,1317.0,203.9
21-Jul-23 4:15 PM ICT,845.4,304.4,-0.4,471.0,74.8,1357.7,210.9
21-Jul-23 4:30 PM ICT,845.4,323.8,-0.4,484.6,76.6,1395.7,217.2
21-Jul-23 4:45 PM ICT,862.0,327.6,-0.3,497.3,78.2,1433.7,223.5
21-Jul-23 5:00 PM ICT,859.1,336.7,-0.3,506.4,79.8,1457.2,227.6
21-Jul-23 5:15 PM ICT,864.6,338.9,-0.3,510.5,80.1,1470.5,229.2
21-Jul-23 5:30 PM ICT,848.8,347.7,-0.3,512.0,80.2,1480.0,229.5
