Timestamp,BP_KWH,EV_KWH,GS_KWH,SURE_KWH,VM_KWH,ACE_KWH,ShowRoom_KWH
20-Sep-23 5:15 AM ICT,15305.1,1619.2,24277.0,4561.8,12963.6,51386.6,77133.2
20-Sep-23 5:30 AM ICT,15305.2,1619.2,24277.5,4562.0,12963.9,51388.9,77135.2
20-Sep-23 5:45 AM ICT,15305.2,1619.2,24278.0,4562.1,12964.2,51391.7,77137.2
20-Sep-23 6:00 AM ICT,15305.2,1619.2,24278.5,4562.2,12964.4,51393.6,77140.1
20-Sep-23 6:15 AM ICT,15305.2,1619.2,24278.9,4562.3,12964.6,51396.0,77142.9
20-Sep-23 6:30 AM ICT,15305.2,1619.2,24279.4,4562.5,12964.8,51398.3,77145.3
20-Sep-23 6:45 AM ICT,15305.4,1619.2,24279.7,4562.6,12965.0,51400.8,77147.4
20-Sep-23 7:00 AM ICT,15305.7,1619.2,24280.1,4562.8,12965.2,51403.1,77149.8
20-Sep-23 7:15 AM ICT,15306.0,1619.3,24280.4,4563.0,12965.4,51405.1,77152.4
20-Sep-23 7:30 AM ICT,15306.4,1619.3,24281.0,4563.1,12965.7,51407.6,77157.5
20-Sep-23 7:45 AM ICT,15308.3,1619.3,24281.7,4563.3,12965.9,51410.0,77163.0
20-Sep-23 8:00 AM ICT,15310.7,1619.3,24282.9,4563.5,12966.7,51415.6,77172.7
20-Sep-23 8:15 AM ICT,15311.7,1619.3,24285.6,4563.9,12969.1,51427.6,77186.5
20-Sep-23 8:30 AM ICT,15314.7,1619.3,24292.7,4565.4,12975.4,51203.6,77203.3
20-Sep-23 8:45 AM ICT,15318.3,1619.3,24302.8,4566.9,12983.4,51266.4,77237.2
20-Sep-23 9:00 AM ICT,15322.5,1619.4,24313.5,4569.4,12990.4,51342.4,77277.1
20-Sep-23 9:15 AM ICT,15328.9,1619.4,24323.8,4571.2,12997.3,51421.2,77314.9
20-Sep-23 9:30 AM ICT,15334.4,1619.5,24336.2,4573.3,13004.1,51241.5,77349.7
20-Sep-23 9:45 AM ICT,15403.4,1619.5,24350.6,4575.5,13010.9,51306.0,77383.6
20-Sep-23 10:00 AM ICT,15343.5,1619.5,24365.9,4545.4,13018.2,51380.0,77418.6
20-Sep-23 10:15 AM ICT,15346.3,1619.6,24379.9,4579.7,13025.8,51205.1,77454.1
20-Sep-23 10:30 AM ICT,15351.8,1619.6,24396.1,4581.6,13033.7,51317.3,77489.6
20-Sep-23 10:45 AM ICT,15358.0,1619.6,24414.0,4583.6,13041.4,51433.4,77526.3
20-Sep-23 11:00 AM ICT,15364.4,1619.6,24433.1,4585.3,13049.2,51300.8,77561.7
20-Sep-23 11:15 AM ICT,15371.8,1619.7,24453.0,4587.2,13057.5,51438.7,77598.2
20-Sep-23 11:30 AM ICT,15377.1,1619.7,24471.8,4589.2,13065.5,51382.5,77633.5
20-Sep-23 11:45 AM ICT,15379.9,1619.7,24489.5,4591.1,13074.2,51336.5,77669.1
20-Sep-23 12:00 PM ICT,15384.8,1619.7,24506.7,4592.6,13082.6,51225.7,77705.1
20-Sep-23 12:15 PM ICT,15387.9,1619.8,24519.6,4594.0,13090.8,51275.8,77736.6
20-Sep-23 12:30 PM ICT,15390.7,1619.8,24529.6,4595.2,13098.4,51308.5,77766.2
20-Sep-23 12:45 PM ICT,15393.5,1619.8,24538.9,4596.6,13106.3,51340.5,77794.1
20-Sep-23 1:00 PM ICT,15396.4,1619.8,24548.2,4598.0,13113.7,51374.3,77825.0
20-Sep-23 1:15 PM ICT,15400.0,1619.9,24560.1,4599.7,13121.5,51413.3,77856.7
20-Sep-23 1:30 PM ICT,15405.3,1619.9,24574.5,4602.0,13129.7,51239.7,77891.8
20-Sep-23 1:45 PM ICT,15411.6,1619.9,24592.3,4604.1,13138.6,51316.9,77926.6
20-Sep-23 2:00 PM ICT,15418.9,1620.0,24607.5,4606.5,13147.2,51395.5,77963.1
20-Sep-23 2:15 PM ICT,15424.1,1620.0,24623.5,4576.8,13155.9,51261.8,78000.5
20-Sep-23 2:30 PM ICT,15430.8,1620.0,24640.5,4611.0,13164.8,51136.8,78036.8
20-Sep-23 2:45 PM ICT,15437.6,1620.0,24658.5,4613.2,13174.2,51002.6,78073.3
20-Sep-23 3:00 PM ICT,15444.7,1620.1,24679.6,4615.4,13182.8,51089.2,78108.2
20-Sep-23 3:15 PM ICT,15450.3,1620.1,24699.1,4618.1,13191.5,50953.0,78143.9
20-Sep-23 3:30 PM ICT,15456.4,1620.2,24719.7,4620.7,13199.8,51076.0,78176.4
20-Sep-23 3:45 PM ICT,15462.2,1620.2,24740.1,4622.9,13208.1,51195.6,78209.4
20-Sep-23 4:00 PM ICT,15469.2,1620.3,24759.9,4625.5,13216.8,51031.6,78240.8
20-Sep-23 4:15 PM ICT,15474.4,1620.3,24778.4,4627.4,13226.0,51121.1,78270.6
20-Sep-23 4:30 PM ICT,15479.6,1620.3,24796.1,4629.2,13235.0,50981.9,78299.6
20-Sep-23 4:45 PM ICT,15483.4,1620.3,24813.2,4631.1,13244.1,51102.6,78322.8
20-Sep-23 5:00 PM ICT,15485.5,1620.4,24827.3,4633.2,13252.6,51182.1,78340.1
20-Sep-23 5:15 PM ICT,15486.2,1620.4,24836.0,4633.8,13258.7,50960.8,78354.1
20-Sep-23 5:30 PM ICT,15486.4,1620.4,24837.8,4634.0,13259.1,50973.9,78362.5
20-Sep-23 5:45 PM ICT,15486.7,1620.4,24839.1,4634.1,13259.4,50988.3,78367.8
20-Sep-23 6:00 PM ICT,15487.0,1620.4,24840.3,4634.3,13259.6,51000.1,78372.3
20-Sep-23 6:15 PM ICT,15487.2,1620.4,24841.6,4634.7,13260.0,51016.5,78375.5
20-Sep-23 6:30 PM ICT,15487.3,1620.4,24842.7,4635.0,13260.4,51043.6,78378.3
20-Sep-23 6:45 PM ICT,15487.5,1620.4,24843.9,4635.3,13261.0,51114.2,78381.6
20-Sep-23 7:00 PM ICT,15487.6,1620.4,24845.0,4635.7,13261.5,51180.0,78384.8
20-Sep-23 7:15 PM ICT,15487.8,1620.4,24846.1,4636.0,13262.1,50969.8,78387.8
20-Sep-23 7:30 PM ICT,15488.0,1620.4,24847.2,4636.4,13262.6,51011.8,78391.0
20-Sep-23 7:45 PM ICT,15488.1,1620.4,24848.4,4636.7,13263.2,51058.7,78394.2
20-Sep-23 8:00 PM ICT,15488.2,1620.5,24849.4,4637.1,13263.7,51106.7,78397.3
20-Sep-23 8:15 PM ICT,15488.3,1620.5,24850.5,4637.4,13264.3,51157.9,78400.6
20-Sep-23 8:30 PM ICT,15488.5,1620.5,24851.5,4637.7,13264.9,50956.5,78403.9
20-Sep-23 8:45 PM ICT,15488.6,1620.5,24853.1,4637.9,13266.3,50966.5,78408.3
20-Sep-23 9:00 PM ICT,15488.7,1620.5,24854.5,4638.1,13267.4,50969.2,78413.3
20-Sep-23 9:15 PM ICT,15488.8,1620.5,24855.6,4638.3,13268.1,50972.4,78416.5
20-Sep-23 9:30 PM ICT,15488.9,1620.5,24856.7,4638.5,13268.8,50974.7,78419.2
20-Sep-23 9:45 PM ICT,15489.1,1620.5,24857.8,4638.7,13269.4,50977.7,78422.0
20-Sep-23 10:00 PM ICT,15489.2,1620.5,24858.8,4638.9,13270.0,50980.7,78424.7
20-Sep-23 10:15 PM ICT,15489.3,1620.5,24859.7,4639.1,13270.5,50983.2,78427.3
20-Sep-23 10:30 PM ICT,15489.4,1620.5,24860.7,4639.2,13271.0,50986.0,78429.8
20-Sep-23 10:45 PM ICT,15489.5,1620.5,24861.7,4639.4,13271.5,50988.8,78432.3
20-Sep-23 11:00 PM ICT,15489.6,1620.6,24862.6,4639.6,13272.0,50991.6,78434.9
20-Sep-23 11:15 PM ICT,15489.8,1620.6,24863.5,4639.8,13272.5,50994.3,78437.5
20-Sep-23 11:30 PM ICT,15489.9,1620.6,24864.3,4608.0,13273.0,50996.9,78440.4
20-Sep-23 11:45 PM ICT,15490.0,1620.6,24865.2,4608.2,13273.5,50999.6,78442.9
21-Sep-23 12:00 AM ICT,15490.1,1620.6,24866.0,4608.4,13274.0,51002.8,78447.1
21-Sep-23 12:15 AM ICT,15490.2,1620.6,24866.9,4608.6,13274.5,51005.2,78449.6
21-Sep-23 12:30 AM ICT,15490.4,1620.6,24867.6,4608.8,13275.0,51008.1,78452.3
21-Sep-23 12:45 AM ICT,15490.5,1620.6,24868.3,4609.0,13275.4,51010.4,78454.9
21-Sep-23 1:00 AM ICT,15490.6,1620.6,24869.0,4609.2,13275.9,51013.7,78457.4
21-Sep-23 1:15 AM ICT,15490.7,1620.6,24869.8,4609.5,13276.4,51016.6,78460.2
21-Sep-23 1:30 AM ICT,15490.8,1620.6,24870.7,4609.7,13276.9,51018.9,78462.8
21-Sep-23 1:45 AM ICT,15491.0,1620.7,24871.4,4610.0,13277.4,51021.8,78465.3
21-Sep-23 2:00 AM ICT,15491.1,1620.7,24872.1,4610.2,13277.8,51024.3,78467.8
21-Sep-23 2:15 AM ICT,15491.2,1620.7,24872.8,4642.4,13278.3,51027.2,78470.5
21-Sep-23 2:30 AM ICT,15491.3,1620.7,24873.6,4642.7,13278.7,51030.1,78474.4
21-Sep-23 2:45 AM ICT,15491.5,1620.7,24874.4,4642.9,13279.2,51032.8,78477.4
21-Sep-23 3:00 AM ICT,15491.6,1620.7,24874.9,4643.1,13279.7,51035.5,78480.0
21-Sep-23 3:15 AM ICT,15491.7,1620.7,24875.7,4643.4,13280.1,51038.2,78482.7
21-Sep-23 3:30 AM ICT,15491.8,1620.7,24876.3,4643.6,13280.5,51041.0,78485.2
21-Sep-23 3:45 AM ICT,15491.9,1620.7,24877.0,4643.8,13281.0,51043.6,78487.9
21-Sep-23 4:00 AM ICT,15492.1,1620.8,24877.7,4644.1,13281.4,51046.6,78490.4
21-Sep-23 4:15 AM ICT,15492.2,1620.8,24878.4,4644.3,13281.9,51049.3,78492.9
21-Sep-23 4:30 AM ICT,15492.3,1620.8,24879.1,4644.6,13282.4,51051.8,78495.5
21-Sep-23 4:45 AM ICT,15492.4,1620.8,24879.8,4644.8,13282.8,51054.7,78498.1
21-Sep-23 5:00 AM ICT,15492.5,1620.8,24880.4,4645.0,13283.3,51057.1,78502.2
21-Sep-23 5:15 AM ICT,15492.7,1620.8,24881.0,4645.2,13283.8,51060.1,78504.6
21-Sep-23 5:30 AM ICT,15492.8,1620.8,24881.7,4645.4,13284.3,51063.1,78506.9
21-Sep-23 5:45 AM ICT,15492.8,1620.8,24882.1,4645.7,13284.5,51065.6,78509.6
21-Sep-23 6:00 AM ICT,15493.0,1620.8,24882.5,4645.8,13284.7,51068.1,78511.8
21-Sep-23 6:15 AM ICT,15493.2,1620.8,24883.1,4645.9,13284.9,51070.3,78515.1
21-Sep-23 6:30 AM ICT,15493.4,1620.8,24883.6,4646.1,13285.0,51072.9,78518.4
21-Sep-23 6:45 AM ICT,15493.7,1620.8,24884.1,4646.2,13285.2,51075.6,78520.7
21-Sep-23 7:00 AM ICT,15495.4,1620.9,24884.7,4646.5,13285.4,51078.3,78523.4
21-Sep-23 7:15 AM ICT,15495.9,1616.6,24885.2,4646.7,13285.6,51080.5,78529.9
21-Sep-23 7:30 AM ICT,15496.3,1630.2,24886.5,4646.8,13285.8,51083.0,78540.7
21-Sep-23 7:45 AM ICT,15497.2,1635.9,24887.7,4647.0,13286.1,51085.6,78552.3
21-Sep-23 8:00 AM ICT,15501.1,1633.8,24890.1,4647.2,13287.4,51090.8,78566.9
21-Sep-23 8:15 AM ICT,15505.0,1647.9,24894.0,4647.9,13289.6,51101.5,78590.2
21-Sep-23 8:30 AM ICT,15508.9,1650.7,24904.5,4649.1,13293.2,51155.7,78625.4
21-Sep-23 8:45 AM ICT,15514.0,1650.8,24920.1,4651.3,13298.2,51039.9,78669.5
21-Sep-23 9:00 AM ICT,15520.0,1650.8,24935.9,4653.9,13302.8,51120.0,78714.4
21-Sep-23 9:15 AM ICT,15525.0,1650.9,24954.0,4656.6,13310.0,51193.2,78760.1
21-Sep-23 9:30 AM ICT,15531.8,1650.9,24971.5,4659.2,13317.2,51013.5,78806.5
21-Sep-23 9:45 AM ICT,15536.7,1650.9,24990.2,4661.8,13326.8,51088.8,78844.7
21-Sep-23 10:00 AM ICT,15543.7,1651.0,25007.1,4664.3,13335.4,51153.9,78880.1
21-Sep-23 10:15 AM ICT,15550.0,1651.0,25021.9,4666.4,13342.9,50962.8,78915.2
21-Sep-23 10:30 AM ICT,15557.3,1651.0,25036.3,4668.6,13348.5,51026.4,78951.0
21-Sep-23 10:45 AM ICT,15564.3,1651.1,25054.2,4670.8,13354.2,51085.2,78985.6
21-Sep-23 11:00 AM ICT,15571.6,1651.1,25069.5,4641.0,13359.1,51142.5,79019.2
21-Sep-23 11:15 AM ICT,15579.8,1651.1,25081.1,4675.2,13363.4,50950.8,79052.5
21-Sep-23 11:30 AM ICT,15584.7,1651.2,25094.7,4677.4,13367.5,51009.2,79084.6
21-Sep-23 11:45 AM ICT,15591.1,1651.2,25107.7,4679.8,13371.3,51066.5,79118.5
21-Sep-23 12:00 PM ICT,15534.9,1651.2,25119.4,4681.8,13374.9,51124.5,79149.4
21-Sep-23 12:15 PM ICT,15602.1,1651.2,25128.5,4683.2,13379.0,51172.7,79177.8
21-Sep-23 12:30 PM ICT,15604.7,1651.3,25137.3,4684.3,13384.0,50952.5,79204.9
21-Sep-23 12:45 PM ICT,15607.6,1651.3,25145.5,4685.5,13388.8,50993.8,79231.5
21-Sep-23 1:00 PM ICT,15610.3,1651.3,25154.2,4686.8,13393.5,51030.1,79257.8
21-Sep-23 1:15 PM ICT,15615.0,1651.3,25163.6,4688.4,13398.1,51065.2,79285.8
21-Sep-23 1:30 PM ICT,15624.0,1651.4,25176.6,4690.1,13402.8,51110.0,79314.7
21-Sep-23 1:45 PM ICT,15632.8,1651.4,25189.8,4692.2,13408.0,51186.7,79347.7
21-Sep-23 2:00 PM ICT,15641.8,1651.4,25203.5,4694.4,13413.0,51036.5,79381.4
21-Sep-23 2:15 PM ICT,15648.5,1651.5,25218.3,4696.8,13417.8,51144.8,79415.7
21-Sep-23 2:30 PM ICT,15655.7,1651.5,25234.9,4698.9,13423.2,51000.8,79450.8
21-Sep-23 2:45 PM ICT,15599.7,1651.5,25250.8,4701.2,13428.6,51114.5,79485.7
21-Sep-23 3:00 PM ICT,15671.4,1651.6,25264.4,4703.8,13434.8,50980.1,79521.0
21-Sep-23 3:15 PM ICT,15679.3,1651.6,25279.4,4674.1,13441.0,51086.0,79556.4
21-Sep-23 3:30 PM ICT,15686.5,1651.6,25295.2,4708.7,13446.8,51159.9,79592.2
21-Sep-23 3:45 PM ICT,15693.1,1651.6,25311.0,4711.2,13452.6,50967.2,79626.5
21-Sep-23 4:00 PM ICT,15696.5,1651.7,25326.6,4713.6,13457.8,51036.9,79658.9
21-Sep-23 4:15 PM ICT,15700.2,1651.7,25341.9,4715.7,13463.9,51110.5,79691.1
21-Sep-23 4:30 PM ICT,15702.5,1651.7,25357.6,4717.7,13469.0,50937.9,79723.4
21-Sep-23 4:45 PM ICT,15704.9,1651.7,25370.5,4718.8,13472.9,50756.2,79750.1
21-Sep-23 5:00 PM ICT,15707.1,1651.7,25381.8,4719.3,13475.7,50819.9,79765.8
21-Sep-23 5:15 PM ICT,15707.8,1651.7,25389.3,4719.5,13477.5,50872.8,79776.5
21-Sep-23 5:30 PM ICT,15708.1,1651.8,25394.9,4719.6,13478.3,50914.8,79782.1
21-Sep-23 5:45 PM ICT,15708.3,1651.8,25399.7,4719.8,13478.6,50695.8,79784.7
21-Sep-23 6:00 PM ICT,15708.3,1651.8,25404.4,4720.1,13479.0,50738.6,79787.1
21-Sep-23 6:15 PM ICT,15708.4,1651.8,25409.0,4720.4,13479.5,50781.5,79789.9
21-Sep-23 6:30 PM ICT,15708.4,1651.8,25410.9,4720.8,13480.0,50822.4,79792.6
21-Sep-23 6:45 PM ICT,15708.5,1651.8,25411.6,4721.1,13480.6,50861.6,79795.4
21-Sep-23 7:00 PM ICT,15708.6,1651.8,25412.3,4721.5,13481.2,50906.8,79798.4
21-Sep-23 7:15 PM ICT,15708.7,1651.8,25413.0,4721.9,13481.8,50694.8,79801.1
21-Sep-23 7:30 PM ICT,15708.8,1651.8,25413.7,4722.2,13482.4,50733.2,79804.5
21-Sep-23 7:45 PM ICT,15708.9,1651.8,25414.4,4722.5,13483.0,50771.5,79807.0
21-Sep-23 8:00 PM ICT,15709.0,1651.8,25415.1,4722.9,13483.6,50804.2,79809.6
21-Sep-23 8:15 PM ICT,15709.0,1651.8,25415.8,4723.2,13484.2,50852.3,79812.5
21-Sep-23 8:30 PM ICT,15709.1,1651.8,25416.5,4723.6,13484.8,50901.3,79815.1
21-Sep-23 8:45 PM ICT,15709.2,1651.9,25417.2,4723.8,13485.4,50690.0,79817.6
21-Sep-23 9:00 PM ICT,15709.3,1651.9,25417.9,4724.0,13486.0,50722.4,79820.1
21-Sep-23 9:15 PM ICT,15709.4,1651.9,25418.7,4724.2,13486.6,50737.5,79823.1
21-Sep-23 9:30 PM ICT,15709.5,1651.9,25419.4,4724.4,13487.2,50740.6,79825.5
21-Sep-23 9:45 PM ICT,15709.6,1651.9,25420.1,4724.5,13487.8,50742.7,79828.0
21-Sep-23 10:00 PM ICT,15709.8,1651.9,25420.8,4724.7,13488.4,50745.4,79830.5
21-Sep-23 10:15 PM ICT,15709.9,1651.9,25421.4,4724.9,13488.9,50747.9,79832.8
21-Sep-23 10:30 PM ICT,15710.1,1651.9,25422.1,4725.1,13489.5,50751.0,79835.3
21-Sep-23 10:45 PM ICT,15710.2,1651.9,25422.8,4725.3,13490.0,50753.3,79837.6
21-Sep-23 11:00 PM ICT,15710.3,1651.9,25423.4,4725.5,13490.5,50755.7,79840.5
21-Sep-23 11:15 PM ICT,15710.6,1651.9,25424.1,4725.6,13491.1,50758.3,79842.7
21-Sep-23 11:30 PM ICT,15710.9,1651.9,25424.8,4725.8,13491.7,50761.1,79845.0
21-Sep-23 11:45 PM ICT,15711.3,1651.9,25425.4,4726.0,13492.2,50763.9,79847.3
22-Sep-23 12:00 AM ICT,15711.6,1652.0,25426.1,4726.2,13492.7,50766.1,79849.7
22-Sep-23 12:15 AM ICT,15711.8,1652.0,25426.8,4726.3,13493.3,50768.9,79852.2
22-Sep-23 12:30 AM ICT,15712.1,1652.0,25427.5,4726.5,13493.9,50771.2,79855.1
22-Sep-23 12:45 AM ICT,15712.2,1652.0,25428.1,4726.7,13494.3,50773.6,79857.4
22-Sep-23 1:00 AM ICT,15712.2,1652.0,25428.7,4726.9,13494.8,50776.5,79859.8
22-Sep-23 1:15 AM ICT,15712.3,1652.0,25429.2,4727.1,13495.3,50779.0,79862.3
22-Sep-23 1:30 AM ICT,15712.4,1652.0,25429.8,4727.3,13495.9,50781.8,79864.6
22-Sep-23 1:45 AM ICT,15712.5,1652.0,25430.3,4727.6,13496.3,50784.0,79867.1
22-Sep-23 2:00 AM ICT,15712.6,1652.0,25430.9,4727.8,13496.8,50786.6,79870.0
22-Sep-23 2:15 AM ICT,15712.7,1652.0,25431.4,4728.0,13497.3,50789.1,79872.5
22-Sep-23 2:30 AM ICT,15712.7,1652.0,25432.0,4728.2,13497.9,50792.1,79874.9
22-Sep-23 2:45 AM ICT,15712.8,1652.1,25432.6,4728.4,13498.4,50794.4,79877.1
22-Sep-23 3:00 AM ICT,15712.9,1652.1,25433.1,4728.6,13498.9,50796.6,79879.4
22-Sep-23 3:15 AM ICT,15713.0,1652.1,25433.7,4728.8,13499.4,50799.5,79881.7
22-Sep-23 3:30 AM ICT,15713.1,1652.1,25434.2,4729.0,13499.9,50801.6,79884.6
22-Sep-23 3:45 AM ICT,15713.2,1652.1,25434.8,4729.2,13500.4,50804.7,79887.1
22-Sep-23 4:00 AM ICT,15713.3,1652.1,25435.3,4729.4,13500.9,50807.0,79889.4
22-Sep-23 4:15 AM ICT,15713.3,1652.1,25435.8,4729.5,13501.4,50809.8,79891.8
22-Sep-23 4:30 AM ICT,15713.4,1652.1,25436.4,4729.7,13501.9,50812.2,79894.1
22-Sep-23 4:45 AM ICT,15713.5,1652.1,25436.9,4729.9,13502.4,50814.6,79896.5
22-Sep-23 5:00 AM ICT,15713.6,1652.1,25437.5,4730.0,13502.9,50817.2,79898.8
22-Sep-23 5:15 AM ICT,15713.7,1652.1,25438.0,4730.2,13503.4,50819.6,79901.8
22-Sep-23 5:30 AM ICT,15713.8,1652.1,25438.4,4730.4,13503.7,50822.6,79904.0
22-Sep-23 5:45 AM ICT,15713.8,1652.1,25438.7,4730.5,13503.9,50825.1,79906.1
22-Sep-23 6:00 AM ICT,15713.8,1652.2,25439.0,4730.7,13504.1,50827.7,79909.0
22-Sep-23 6:15 AM ICT,15713.8,1652.2,25439.3,4730.8,13504.2,50829.9,79911.9
22-Sep-23 6:30 AM ICT,15713.8,1652.2,25439.5,4730.9,13504.4,50832.6,79914.4
22-Sep-23 6:45 AM ICT,15713.9,1652.2,25439.9,4731.0,13504.6,50835.1,79916.5
22-Sep-23 7:00 AM ICT,15714.1,1652.2,25440.1,4731.2,13504.7,50837.3,79919.1
22-Sep-23 7:15 AM ICT,15714.3,1652.2,25440.4,4731.5,13504.9,50839.6,79921.9
22-Sep-23 7:30 AM ICT,15714.6,1652.2,25441.2,4731.6,13505.0,50841.5,79926.0
22-Sep-23 7:45 AM ICT,15715.0,1652.2,25442.2,4731.8,13505.3,50844.0,79931.5
22-Sep-23 8:00 AM ICT,15716.9,1652.2,25443.8,4732.0,13506.0,50848.4,79941.6
22-Sep-23 8:15 AM ICT,15719.6,1652.2,25446.9,4732.3,13507.2,50861.8,79958.4
22-Sep-23 8:30 AM ICT,15723.2,1652.3,25453.6,4733.2,13509.0,50902.3,79986.2
22-Sep-23 8:45 AM ICT,15663.0,1652.3,25461.6,4734.7,13511.3,50697.5,80023.3
22-Sep-23 9:00 AM ICT,15666.8,1652.3,25470.6,4704.4,13513.2,50758.4,80055.5
22-Sep-23 9:15 AM ICT,15736.7,1652.4,25481.1,4738.7,13515.2,50814.0,80085.1
22-Sep-23 9:30 AM ICT,15742.9,1652.4,25494.2,4740.5,13519.4,50869.5,80114.9
22-Sep-23 9:45 AM ICT,15748.0,1652.5,25506.4,4742.7,13522.7,50701.1,80144.0
22-Sep-23 10:00 AM ICT,15754.4,1652.5,25519.2,4744.8,13526.2,50777.3,80174.4
22-Sep-23 10:15 AM ICT,15760.4,1652.5,25533.0,4746.6,13529.2,50828.0,80204.3
22-Sep-23 10:30 AM ICT,15765.2,1652.6,25546.9,4748.3,13531.9,50880.0,80234.1
22-Sep-23 10:45 AM ICT,15769.0,1652.7,25559.7,4750.3,13535.3,50935.6,80263.6
22-Sep-23 11:00 AM ICT,15772.6,1652.7,25573.4,4751.9,13538.4,50745.5,80291.8
22-Sep-23 11:15 AM ICT,15777.9,1652.7,25587.8,4753.7,13541.8,50811.0,80319.4
22-Sep-23 11:30 AM ICT,15784.1,1652.8,25600.6,4755.5,13544.6,50871.4,80347.9
22-Sep-23 11:45 AM ICT,15725.1,1652.8,25612.9,4756.7,13547.5,50933.8,80373.2
22-Sep-23 12:00 PM ICT,15731.0,1652.8,25624.6,4758.0,13550.4,50730.3,80400.6
22-Sep-23 12:15 PM ICT,15799.1,1652.8,25634.7,4759.0,13554.8,50770.8,80425.0
22-Sep-23 12:30 PM ICT,15801.8,1652.8,25644.0,4760.3,13559.2,50795.8,80448.6
22-Sep-23 12:45 PM ICT,15804.2,1652.9,25651.2,4761.5,13563.3,50824.5,80471.3
22-Sep-23 1:00 PM ICT,15806.9,1652.9,25658.5,4762.5,13567.4,50854.5,80494.3
22-Sep-23 1:15 PM ICT,15809.9,1652.9,25666.8,4764.1,13572.1,50883.1,80520.3
22-Sep-23 1:30 PM ICT,15813.4,1652.9,25678.5,4765.9,13576.6,50920.7,80546.2
22-Sep-23 1:45 PM ICT,15817.7,1653.0,25689.8,4767.8,13580.8,50726.0,80574.3
22-Sep-23 2:00 PM ICT,15824.5,1653.0,25702.3,4770.4,13585.0,50836.3,80604.5
22-Sep-23 2:15 PM ICT,15832.5,1653.0,25716.0,4772.5,13589.0,50690.2,80633.8
22-Sep-23 2:30 PM ICT,15840.2,1653.1,25730.6,4774.5,13593.0,50808.9,80662.6
22-Sep-23 2:45 PM ICT,15846.0,1653.1,25746.9,4776.4,13597.5,50708.8,80691.3
22-Sep-23 3:00 PM ICT,15851.6,1653.1,25760.3,4777.8,13601.8,50863.3,80720.6
22-Sep-23 3:15 PM ICT,15794.4,1653.1,25774.5,4779.8,13607.3,50762.0,80749.3
22-Sep-23 3:30 PM ICT,15800.2,1653.2,25789.0,4781.7,13612.3,50924.0,80776.9
22-Sep-23 3:45 PM ICT,15869.5,1653.2,25804.4,4783.8,13617.7,50794.8,80805.7
22-Sep-23 4:00 PM ICT,15876.0,1653.2,25821.3,4785.5,13625.6,50903.2,80834.3
22-Sep-23 4:15 PM ICT,15881.7,1653.2,25837.6,4787.5,13633.8,50762.4,80862.8
22-Sep-23 4:30 PM ICT,15887.9,1653.2,25851.0,4789.3,13638.7,50893.8,80888.5
22-Sep-23 4:45 PM ICT,15891.0,1653.3,25862.3,4790.7,13642.0,50768.9,80914.8
22-Sep-23 5:00 PM ICT,15893.3,1653.3,25870.4,4791.4,13645.1,50860.9,80938.8
22-Sep-23 5:15 PM ICT,15894.4,1653.3,25874.9,4791.7,13646.5,50903.4,80948.2
22-Sep-23 5:30 PM ICT,15894.8,1653.3,25877.3,4791.8,13647.0,50926.1,80953.0
22-Sep-23 5:45 PM ICT,15895.0,1653.3,25879.0,4792.0,13647.5,50933.2,80957.1
22-Sep-23 6:00 PM ICT,15895.1,1653.3,25880.7,4792.2,13648.0,50940.4,80961.0
22-Sep-23 6:15 PM ICT,15895.1,1649.9,25882.2,4792.6,13648.8,50692.7,80970.5
22-Sep-23 6:30 PM ICT,15895.2,1656.6,25883.1,4793.0,13649.7,50713.3,80981.1
22-Sep-23 6:45 PM ICT,15895.3,1671.4,25884.0,4793.4,13650.5,50757.4,80991.5
22-Sep-23 7:00 PM ICT,15895.4,1678.2,25884.8,4793.7,13651.4,50802.8,81001.5
22-Sep-23 7:15 PM ICT,15895.6,1684.9,25885.7,4794.1,13652.2,50837.1,81011.3
22-Sep-23 7:30 PM ICT,15895.7,1683.8,25886.4,4794.4,13652.8,50613.5,81021.0
22-Sep-23 7:45 PM ICT,15895.8,1690.7,25887.2,4794.8,13653.4,50646.9,81030.7
22-Sep-23 8:00 PM ICT,15896.0,1697.5,25887.9,4795.1,13654.1,50685.6,81040.5
22-Sep-23 8:15 PM ICT,15896.1,1704.4,25888.7,4795.3,13654.7,50468.4,81050.4
22-Sep-23 8:30 PM ICT,15896.2,1708.6,25889.4,4795.5,13655.3,50506.9,81057.1
22-Sep-23 8:45 PM ICT,15896.3,1708.6,25890.1,4795.7,13656.0,50532.8,81059.6
22-Sep-23 9:00 PM ICT,15896.5,1708.6,25890.9,4795.9,13656.6,50534.9,81061.9
22-Sep-23 9:15 PM ICT,15896.6,1708.6,25891.6,4796.0,13657.2,50538.0,81064.2
22-Sep-23 9:30 PM ICT,15896.7,1708.6,25892.3,4796.3,13657.7,50540.5,81066.5
22-Sep-23 9:45 PM ICT,15896.8,1708.6,25892.9,4796.5,13658.3,50543.4,81068.9
22-Sep-23 10:00 PM ICT,15897.0,1708.6,25893.6,4796.6,13658.9,50546.1,81073.3
22-Sep-23 10:15 PM ICT,15897.1,1708.6,25894.3,4796.8,13659.5,50548.7,81077.0
22-Sep-23 10:30 PM ICT,15897.3,1708.6,25895.0,4797.0,13660.0,50551.6,81079.4
22-Sep-23 10:45 PM ICT,15897.6,1708.7,25895.6,4797.2,13660.5,50554.1,81081.8
