Timestamp,VM_KW(kW)
18-Jul-23 2:15 PM ICT,67.6
18-Jul-23 2:20 PM ICT,67.6
18-Jul-23 2:25 PM ICT,71.3
18-Jul-23 2:30 PM ICT,75.4
18-Jul-23 2:35 PM ICT,70.4
18-Jul-23 2:40 PM ICT,66.0
18-Jul-23 2:45 PM ICT,59.7
18-Jul-23 2:50 PM ICT,63.1
18-Jul-23 2:55 PM ICT,58.1
18-Jul-23 3:00 PM ICT,57.2
18-Jul-23 3:05 PM ICT,61.1
18-Jul-23 3:10 PM ICT,66.5
18-Jul-23 3:15 PM ICT,74.6
18-Jul-23 3:20 PM ICT,68.5
18-Jul-23 3:25 PM ICT,52.2
18-Jul-23 3:30 PM ICT,23.4
18-Jul-23 3:35 PM ICT,23.0
18-Jul-23 3:40 PM ICT,23.4
18-Jul-23 3:45 PM ICT,25.9
18-Jul-23 3:50 PM ICT,27.6
18-Jul-23 3:55 PM ICT,30.8
18-Jul-23 4:00 PM ICT,27.3
18-Jul-23 4:05 PM ICT,24.8
18-Jul-23 4:10 PM ICT,24.9
18-Jul-23 4:15 PM ICT,28.2
18-Jul-23 4:20 PM ICT,28.6
18-Jul-23 4:25 PM ICT,28.9
18-Jul-23 4:30 PM ICT,28.9
18-Jul-23 4:35 PM ICT,31.4
18-Jul-23 4:40 PM ICT,25.8
18-Jul-23 4:45 PM ICT,24.6
18-Jul-23 4:50 PM ICT,21.0
18-Jul-23 4:55 PM ICT,16.0
18-Jul-23 5:00 PM ICT,13.3
18-Jul-23 5:05 PM ICT,7.2
18-Jul-23 5:10 PM ICT,2.9
18-Jul-23 5:15 PM ICT,1.4
18-Jul-23 5:20 PM ICT,1.1
18-Jul-23 5:25 PM ICT,1.1
18-Jul-23 5:30 PM ICT,1.0
18-Jul-23 5:35 PM ICT,1.0
18-Jul-23 5:40 PM ICT,1.1
18-Jul-23 5:45 PM ICT,1.2
18-Jul-23 5:50 PM ICT,1.2
18-Jul-23 5:55 PM ICT,1.2
18-Jul-23 6:00 PM ICT,1.5
18-Jul-23 6:05 PM ICT,1.5
18-Jul-23 6:10 PM ICT,1.1
18-Jul-23 6:15 PM ICT,1.1
18-Jul-23 6:20 PM ICT,1.1
18-Jul-23 6:25 PM ICT,1.0
18-Jul-23 6:30 PM ICT,1.8
18-Jul-23 6:35 PM ICT,2.2
18-Jul-23 6:40 PM ICT,2.4
18-Jul-23 6:45 PM ICT,2.4
18-Jul-23 6:50 PM ICT,2.4
18-Jul-23 6:55 PM ICT,2.4
18-Jul-23 7:00 PM ICT,2.5
18-Jul-23 7:05 PM ICT,2.4
18-Jul-23 7:10 PM ICT,2.5
18-Jul-23 7:15 PM ICT,2.6
18-Jul-23 7:20 PM ICT,2.7
18-Jul-23 7:25 PM ICT,2.6
18-Jul-23 7:30 PM ICT,2.6
18-Jul-23 7:35 PM ICT,2.5
18-Jul-23 7:40 PM ICT,2.6
18-Jul-23 7:45 PM ICT,2.5
18-Jul-23 7:50 PM ICT,2.5
18-Jul-23 7:55 PM ICT,2.5
18-Jul-23 8:00 PM ICT,2.3
18-Jul-23 8:05 PM ICT,2.3
18-Jul-23 8:10 PM ICT,2.3
18-Jul-23 8:15 PM ICT,2.2
18-Jul-23 8:20 PM ICT,2.3
18-Jul-23 8:25 PM ICT,2.3
18-Jul-23 8:30 PM ICT,2.2
18-Jul-23 8:35 PM ICT,2.2
18-Jul-23 8:40 PM ICT,2.2
18-Jul-23 8:45 PM ICT,2.3
18-Jul-23 8:50 PM ICT,2.3
18-Jul-23 8:55 PM ICT,2.2
18-Jul-23 9:00 PM ICT,2.2
18-Jul-23 9:05 PM ICT,2.2
18-Jul-23 9:10 PM ICT,2.2
18-Jul-23 9:15 PM ICT,2.2
18-Jul-23 9:20 PM ICT,2.3
18-Jul-23 9:25 PM ICT,2.3
18-Jul-23 9:30 PM ICT,2.3
18-Jul-23 9:35 PM ICT,2.2
18-Jul-23 9:40 PM ICT,2.2
18-Jul-23 9:45 PM ICT,2.2
18-Jul-23 9:50 PM ICT,2.2
18-Jul-23 9:55 PM ICT,2.2
18-Jul-23 10:00 PM ICT,2.2
18-Jul-23 10:05 PM ICT,2.2
18-Jul-23 10:10 PM ICT,2.2
18-Jul-23 10:15 PM ICT,2.2
18-Jul-23 10:20 PM ICT,2.2
18-Jul-23 10:25 PM ICT,2.3
18-Jul-23 10:30 PM ICT,2.3
18-Jul-23 10:35 PM ICT,2.2
18-Jul-23 10:40 PM ICT,2.2
18-Jul-23 10:45 PM ICT,2.2
18-Jul-23 10:50 PM ICT,2.2
18-Jul-23 10:55 PM ICT,2.2
18-Jul-23 11:00 PM ICT,2.2
18-Jul-23 11:05 PM ICT,2.2
18-Jul-23 11:10 PM ICT,2.2
18-Jul-23 11:15 PM ICT,2.2
18-Jul-23 11:20 PM ICT,2.2
18-Jul-23 11:25 PM ICT,2.3
18-Jul-23 11:30 PM ICT,2.3
18-Jul-23 11:35 PM ICT,2.4
18-Jul-23 11:40 PM ICT,2.4
