Timestamp,GS_KW(kW)
18-Jul-23 2:15 PM ICT,64.9
18-Jul-23 2:20 PM ICT,66.8
18-Jul-23 2:25 PM ICT,64.1
18-Jul-23 2:30 PM ICT,63.2
18-Jul-23 2:35 PM ICT,63.8
18-Jul-23 2:40 PM ICT,56.3
18-Jul-23 2:45 PM ICT,56.3
18-Jul-23 2:50 PM ICT,55.7
18-Jul-23 2:55 PM ICT,53.6
18-Jul-23 3:00 PM ICT,49.4
18-Jul-23 3:05 PM ICT,54.4
18-Jul-23 3:10 PM ICT,53.0
18-Jul-23 3:15 PM ICT,55.5
18-Jul-23 3:20 PM ICT,58.1
18-Jul-23 3:25 PM ICT,63.7
18-Jul-23 3:30 PM ICT,60.7
18-Jul-23 3:35 PM ICT,60.1
18-Jul-23 3:40 PM ICT,61.2
18-Jul-23 3:45 PM ICT,65.3
18-Jul-23 3:50 PM ICT,65.2
18-Jul-23 3:55 PM ICT,65.0
18-Jul-23 4:00 PM ICT,65.2
18-Jul-23 4:05 PM ICT,64.1
18-Jul-23 4:10 PM ICT,58.4
18-Jul-23 4:15 PM ICT,57.1
18-Jul-23 4:20 PM ICT,60.9
18-Jul-23 4:25 PM ICT,60.1
18-Jul-23 4:30 PM ICT,56.1
18-Jul-23 4:35 PM ICT,54.5
18-Jul-23 4:40 PM ICT,43.9
18-Jul-23 4:45 PM ICT,39.0
18-Jul-23 4:50 PM ICT,35.2
18-Jul-23 4:55 PM ICT,30.6
18-Jul-23 5:00 PM ICT,24.0
18-Jul-23 5:05 PM ICT,10.5
18-Jul-23 5:10 PM ICT,5.3
18-Jul-23 5:15 PM ICT,5.0
18-Jul-23 5:20 PM ICT,3.0
18-Jul-23 5:25 PM ICT,2.4
18-Jul-23 5:30 PM ICT,2.6
18-Jul-23 5:35 PM ICT,2.3
18-Jul-23 5:40 PM ICT,2.1
18-Jul-23 5:45 PM ICT,2.2
18-Jul-23 5:50 PM ICT,2.1
18-Jul-23 5:55 PM ICT,2.1
18-Jul-23 6:00 PM ICT,3.0
18-Jul-23 6:05 PM ICT,2.5
18-Jul-23 6:10 PM ICT,2.0
18-Jul-23 6:15 PM ICT,2.2
18-Jul-23 6:20 PM ICT,2.2
18-Jul-23 6:25 PM ICT,2.1
18-Jul-23 6:30 PM ICT,3.7
18-Jul-23 6:35 PM ICT,3.1
18-Jul-23 6:40 PM ICT,3.2
18-Jul-23 6:45 PM ICT,3.4
18-Jul-23 6:50 PM ICT,3.2
18-Jul-23 6:55 PM ICT,3.2
18-Jul-23 7:00 PM ICT,3.2
18-Jul-23 7:05 PM ICT,3.2
18-Jul-23 7:10 PM ICT,3.3
18-Jul-23 7:15 PM ICT,3.3
18-Jul-23 7:20 PM ICT,3.4
18-Jul-23 7:25 PM ICT,3.3
18-Jul-23 7:30 PM ICT,3.3
18-Jul-23 7:35 PM ICT,3.3
18-Jul-23 7:40 PM ICT,3.2
18-Jul-23 7:45 PM ICT,3.2
18-Jul-23 7:50 PM ICT,3.1
18-Jul-23 7:55 PM ICT,2.9
18-Jul-23 8:00 PM ICT,2.8
18-Jul-23 8:05 PM ICT,2.8
18-Jul-23 8:10 PM ICT,2.8
18-Jul-23 8:15 PM ICT,2.7
18-Jul-23 8:20 PM ICT,2.8
18-Jul-23 8:25 PM ICT,2.8
18-Jul-23 8:30 PM ICT,2.8
18-Jul-23 8:35 PM ICT,2.8
18-Jul-23 8:40 PM ICT,2.8
18-Jul-23 8:45 PM ICT,2.8
18-Jul-23 8:50 PM ICT,2.8
18-Jul-23 8:55 PM ICT,2.7
18-Jul-23 9:00 PM ICT,2.7
18-Jul-23 9:05 PM ICT,2.7
18-Jul-23 9:10 PM ICT,2.7
18-Jul-23 9:15 PM ICT,2.7
18-Jul-23 9:20 PM ICT,2.8
18-Jul-23 9:25 PM ICT,2.7
18-Jul-23 9:30 PM ICT,2.7
18-Jul-23 9:35 PM ICT,2.7
18-Jul-23 9:40 PM ICT,2.7
18-Jul-23 9:45 PM ICT,2.7
18-Jul-23 9:50 PM ICT,2.7
18-Jul-23 9:55 PM ICT,2.7
18-Jul-23 10:00 PM ICT,2.6
18-Jul-23 10:05 PM ICT,2.6
18-Jul-23 10:10 PM ICT,2.6
18-Jul-23 10:15 PM ICT,2.7
18-Jul-23 10:20 PM ICT,2.6
18-Jul-23 10:25 PM ICT,2.7
18-Jul-23 10:30 PM ICT,2.7
18-Jul-23 10:35 PM ICT,2.6
18-Jul-23 10:40 PM ICT,2.5
18-Jul-23 10:45 PM ICT,2.5
18-Jul-23 10:50 PM ICT,2.5
18-Jul-23 10:55 PM ICT,2.5
18-Jul-23 11:00 PM ICT,2.6
18-Jul-23 11:05 PM ICT,2.7
18-Jul-23 11:10 PM ICT,2.6
18-Jul-23 11:15 PM ICT,2.7
18-Jul-23 11:20 PM ICT,2.7
18-Jul-23 11:25 PM ICT,2.7
18-Jul-23 11:30 PM ICT,2.7
18-Jul-23 11:35 PM ICT,2.7
18-Jul-23 11:40 PM ICT,2.7
18-Jul-23 11:45 PM ICT,2.7
18-Jul-23 11:50 PM ICT,2.7
18-Jul-23 11:55 PM ICT,2.7
19-Jul-23 12:00 AM ICT,2.8
19-Jul-23 12:05 AM ICT,2.7
19-Jul-23 12:10 AM ICT,2.7
19-Jul-23 12:15 AM ICT,2.7
19-Jul-23 12:20 AM ICT,2.7
19-Jul-23 12:25 AM ICT,2.7
19-Jul-23 12:30 AM ICT,2.8
19-Jul-23 12:35 AM ICT,2.7
19-Jul-23 12:40 AM ICT,2.6
19-Jul-23 12:45 AM ICT,2.6
