Timestamp,GS_KW(kW)
16-Dec-23 4:05 AM ICT,2.4
16-Dec-23 4:10 AM ICT,2.3
16-Dec-23 4:15 AM ICT,2.3
16-Dec-23 4:20 AM ICT,2.2
16-Dec-23 4:25 AM ICT,2.3
16-Dec-23 4:30 AM ICT,2.2
16-Dec-23 4:35 AM ICT,2.3
16-Dec-23 4:40 AM ICT,2.3
16-Dec-23 4:45 AM ICT,2.2
16-Dec-23 4:50 AM ICT,2.2
16-Dec-23 4:55 AM ICT,2.2
16-Dec-23 5:00 AM ICT,2.3
16-Dec-23 5:05 AM ICT,2.2
16-Dec-23 5:10 AM ICT,2.2
16-Dec-23 5:15 AM ICT,1.9
16-Dec-23 5:20 AM ICT,1.7
16-Dec-23 5:25 AM ICT,1.2
16-Dec-23 5:30 AM ICT,1.2
16-Dec-23 5:35 AM ICT,1.2
16-Dec-23 5:40 AM ICT,1.2
16-Dec-23 5:45 AM ICT,1.3
16-Dec-23 5:50 AM ICT,1.2
16-Dec-23 5:55 AM ICT,1.3
16-Dec-23 6:00 AM ICT,1.2
16-Dec-23 6:05 AM ICT,1.2
16-Dec-23 6:10 AM ICT,1.3
16-Dec-23 6:15 AM ICT,1.4
16-Dec-23 6:20 AM ICT,1.4
16-Dec-23 6:25 AM ICT,1.4
16-Dec-23 6:30 AM ICT,1.4
16-Dec-23 6:35 AM ICT,1.5
16-Dec-23 6:40 AM ICT,1.5
16-Dec-23 6:45 AM ICT,1.3
16-Dec-23 6:50 AM ICT,1.2
16-Dec-23 6:55 AM ICT,1.2
16-Dec-23 7:00 AM ICT,1.0
16-Dec-23 7:05 AM ICT,1.0
16-Dec-23 7:10 AM ICT,1.2
16-Dec-23 7:15 AM ICT,1.2
16-Dec-23 7:20 AM ICT,1.2
16-Dec-23 7:25 AM ICT,1.2
16-Dec-23 7:30 AM ICT,1.4
16-Dec-23 7:35 AM ICT,6.1
16-Dec-23 7:40 AM ICT,7.1
16-Dec-23 7:45 AM ICT,3.5
16-Dec-23 7:50 AM ICT,4.8
16-Dec-23 7:55 AM ICT,4.8
16-Dec-23 8:00 AM ICT,5.7
16-Dec-23 8:05 AM ICT,8.5
16-Dec-23 8:10 AM ICT,7.1
16-Dec-23 8:15 AM ICT,13.9
16-Dec-23 8:20 AM ICT,11.6
16-Dec-23 8:25 AM ICT,13.5
16-Dec-23 8:30 AM ICT,11.5
16-Dec-23 8:35 AM ICT,22.0
16-Dec-23 8:40 AM ICT,25.8
16-Dec-23 8:45 AM ICT,30.4
16-Dec-23 8:50 AM ICT,39.9
16-Dec-23 8:55 AM ICT,44.8
16-Dec-23 9:00 AM ICT,39.7
16-Dec-23 9:05 AM ICT,40.7
16-Dec-23 9:10 AM ICT,41.2
16-Dec-23 9:15 AM ICT,45.8
16-Dec-23 9:20 AM ICT,39.5
16-Dec-23 9:25 AM ICT,45.0
16-Dec-23 9:30 AM ICT,38.1
16-Dec-23 9:35 AM ICT,34.7
16-Dec-23 9:40 AM ICT,36.9
16-Dec-23 9:45 AM ICT,39.1
16-Dec-23 9:50 AM ICT,40.5
16-Dec-23 9:55 AM ICT,40.8
16-Dec-23 10:00 AM ICT,39.9
16-Dec-23 10:05 AM ICT,35.6
16-Dec-23 10:10 AM ICT,33.8
16-Dec-23 10:15 AM ICT,41.9
16-Dec-23 10:20 AM ICT,41.4
16-Dec-23 10:25 AM ICT,39.9
16-Dec-23 10:30 AM ICT,46.7
16-Dec-23 10:35 AM ICT,49.3
16-Dec-23 10:40 AM ICT,41.8
16-Dec-23 10:45 AM ICT,45.4
16-Dec-23 10:50 AM ICT,43.2
16-Dec-23 10:55 AM ICT,45.7
16-Dec-23 11:00 AM ICT,56.6
16-Dec-23 11:05 AM ICT,56.9
16-Dec-23 11:10 AM ICT,51.4
16-Dec-23 11:15 AM ICT,50.3
16-Dec-23 11:20 AM ICT,50.7
16-Dec-23 11:25 AM ICT,47.4
16-Dec-23 11:30 AM ICT,45.6
16-Dec-23 11:35 AM ICT,52.1
16-Dec-23 11:40 AM ICT,44.8
16-Dec-23 11:45 AM ICT,33.5
16-Dec-23 11:50 AM ICT,34.3
16-Dec-23 11:55 AM ICT,32.6
16-Dec-23 12:00 PM ICT,29.8
16-Dec-23 12:05 PM ICT,31.4
16-Dec-23 12:10 PM ICT,29.2
16-Dec-23 12:15 PM ICT,31.5
16-Dec-23 12:20 PM ICT,30.6
16-Dec-23 12:25 PM ICT,27.0
16-Dec-23 12:30 PM ICT,30.6
16-Dec-23 12:35 PM ICT,27.5
16-Dec-23 12:40 PM ICT,26.9
16-Dec-23 12:45 PM ICT,29.3
16-Dec-23 12:50 PM ICT,26.2
16-Dec-23 12:55 PM ICT,31.1
16-Dec-23 1:00 PM ICT,27.3
16-Dec-23 1:05 PM ICT,31.4
16-Dec-23 1:10 PM ICT,30.7
16-Dec-23 1:15 PM ICT,45.1
16-Dec-23 1:20 PM ICT,50.0
16-Dec-23 1:25 PM ICT,47.3
16-Dec-23 1:30 PM ICT,46.9
16-Dec-23 1:35 PM ICT,51.2
16-Dec-23 1:40 PM ICT,42.1
16-Dec-23 1:45 PM ICT,45.3
16-Dec-23 1:50 PM ICT,43.5
16-Dec-23 1:55 PM ICT,49.3
16-Dec-23 2:00 PM ICT,50.5
16-Dec-23 2:05 PM ICT,47.0
16-Dec-23 2:10 PM ICT,55.2
16-Dec-23 2:15 PM ICT,49.5
16-Dec-23 2:20 PM ICT,52.9
16-Dec-23 2:25 PM ICT,54.0
16-Dec-23 2:30 PM ICT,51.7
16-Dec-23 2:35 PM ICT,49.7
16-Dec-23 2:40 PM ICT,52.4
16-Dec-23 2:45 PM ICT,50.8
16-Dec-23 2:50 PM ICT,52.2
16-Dec-23 2:55 PM ICT,56.7
16-Dec-23 3:00 PM ICT,57.6
16-Dec-23 3:05 PM ICT,50.1
16-Dec-23 3:10 PM ICT,47.7
16-Dec-23 3:15 PM ICT,49.7
16-Dec-23 3:20 PM ICT,50.5
16-Dec-23 3:25 PM ICT,48.5
16-Dec-23 3:30 PM ICT,49.5
16-Dec-23 3:35 PM ICT,50.2
16-Dec-23 3:40 PM ICT,50.9
16-Dec-23 3:45 PM ICT,49.4
16-Dec-23 3:50 PM ICT,49.2
16-Dec-23 3:55 PM ICT,47.2
16-Dec-23 4:00 PM ICT,50.2
16-Dec-23 4:05 PM ICT,49.3
16-Dec-23 4:10 PM ICT,48.8
16-Dec-23 4:15 PM ICT,46.2
16-Dec-23 4:20 PM ICT,36.2
16-Dec-23 4:25 PM ICT,40.6
16-Dec-23 4:30 PM ICT,37.0
16-Dec-23 4:35 PM ICT,33.5
16-Dec-23 4:40 PM ICT,30.5
16-Dec-23 4:45 PM ICT,27.9
16-Dec-23 4:50 PM ICT,27.6
16-Dec-23 4:55 PM ICT,24.6
16-Dec-23 5:00 PM ICT,23.2
16-Dec-23 5:05 PM ICT,12.4
16-Dec-23 5:10 PM ICT,10.1
16-Dec-23 5:15 PM ICT,9.1
16-Dec-23 5:20 PM ICT,8.7
16-Dec-23 5:25 PM ICT,5.5
