Timestamp,GS_KW(kW)
01-Dec-23 1:05 AM ICT,2.2
01-Dec-23 1:10 AM ICT,2.2
01-Dec-23 1:15 AM ICT,2.2
01-Dec-23 1:20 AM ICT,2.2
01-Dec-23 1:25 AM ICT,2.2
01-Dec-23 1:30 AM ICT,2.2
01-Dec-23 1:35 AM ICT,2.3
01-Dec-23 1:40 AM ICT,2.3
01-Dec-23 1:45 AM ICT,2.3
01-Dec-23 1:50 AM ICT,2.4
01-Dec-23 1:55 AM ICT,2.4
01-Dec-23 2:00 AM ICT,2.3
01-Dec-23 2:05 AM ICT,2.3
01-Dec-23 2:10 AM ICT,2.2
01-Dec-23 2:15 AM ICT,2.2
01-Dec-23 2:20 AM ICT,2.2
01-Dec-23 2:25 AM ICT,2.2
01-Dec-23 2:30 AM ICT,2.2
01-Dec-23 2:35 AM ICT,2.2
01-Dec-23 2:40 AM ICT,2.2
01-Dec-23 2:45 AM ICT,2.2
01-Dec-23 2:50 AM ICT,2.2
01-Dec-23 2:55 AM ICT,2.2
01-Dec-23 3:00 AM ICT,2.2
01-Dec-23 3:05 AM ICT,2.2
01-Dec-23 3:10 AM ICT,2.2
01-Dec-23 3:15 AM ICT,2.2
01-Dec-23 3:20 AM ICT,2.2
01-Dec-23 3:25 AM ICT,2.2
01-Dec-23 3:30 AM ICT,2.3
01-Dec-23 3:35 AM ICT,2.3
01-Dec-23 3:40 AM ICT,2.2
01-Dec-23 3:45 AM ICT,2.2
01-Dec-23 3:50 AM ICT,2.2
01-Dec-23 3:55 AM ICT,2.2
01-Dec-23 4:00 AM ICT,2.3
01-Dec-23 4:05 AM ICT,2.3
01-Dec-23 4:10 AM ICT,2.3
01-Dec-23 4:15 AM ICT,2.3
01-Dec-23 4:20 AM ICT,2.3
01-Dec-23 4:25 AM ICT,2.3
01-Dec-23 4:30 AM ICT,2.3
01-Dec-23 4:35 AM ICT,2.2
01-Dec-23 4:40 AM ICT,2.0
01-Dec-23 4:45 AM ICT,2.0
01-Dec-23 4:50 AM ICT,2.0
01-Dec-23 4:55 AM ICT,2.1
01-Dec-23 5:00 AM ICT,2.2
01-Dec-23 5:05 AM ICT,2.2
01-Dec-23 5:10 AM ICT,2.1
01-Dec-23 5:15 AM ICT,2.0
01-Dec-23 5:20 AM ICT,1.9
01-Dec-23 5:25 AM ICT,1.8
01-Dec-23 5:30 AM ICT,1.3
01-Dec-23 5:35 AM ICT,1.2
01-Dec-23 5:40 AM ICT,1.2
01-Dec-23 5:45 AM ICT,1.2
01-Dec-23 5:50 AM ICT,1.2
01-Dec-23 5:55 AM ICT,1.2
01-Dec-23 6:00 AM ICT,1.2
01-Dec-23 6:05 AM ICT,1.2
01-Dec-23 6:10 AM ICT,1.3
01-Dec-23 6:15 AM ICT,1.1
01-Dec-23 6:20 AM ICT,1.0
01-Dec-23 6:25 AM ICT,1.0
01-Dec-23 6:30 AM ICT,1.0
01-Dec-23 6:35 AM ICT,1.0
01-Dec-23 6:40 AM ICT,1.1
01-Dec-23 6:45 AM ICT,1.0
01-Dec-23 6:50 AM ICT,1.0
01-Dec-23 6:55 AM ICT,1.0
01-Dec-23 7:00 AM ICT,1.0
01-Dec-23 7:05 AM ICT,1.1
01-Dec-23 7:10 AM ICT,1.1
01-Dec-23 7:15 AM ICT,1.2
01-Dec-23 7:20 AM ICT,2.1
01-Dec-23 7:25 AM ICT,2.2
01-Dec-23 7:30 AM ICT,2.3
01-Dec-23 7:35 AM ICT,2.2
01-Dec-23 7:40 AM ICT,7.6
01-Dec-23 7:45 AM ICT,8.9
01-Dec-23 7:50 AM ICT,4.5
01-Dec-23 7:55 AM ICT,7.8
01-Dec-23 8:00 AM ICT,7.2
01-Dec-23 8:05 AM ICT,9.1
01-Dec-23 8:10 AM ICT,14.4
01-Dec-23 8:15 AM ICT,21.0
01-Dec-23 8:20 AM ICT,26.8
01-Dec-23 8:25 AM ICT,22.6
01-Dec-23 8:30 AM ICT,29.0
01-Dec-23 8:35 AM ICT,32.7
01-Dec-23 8:40 AM ICT,32.1
01-Dec-23 8:45 AM ICT,32.4
01-Dec-23 8:50 AM ICT,32.7
01-Dec-23 8:55 AM ICT,41.9
01-Dec-23 9:00 AM ICT,40.9
01-Dec-23 9:05 AM ICT,39.5
01-Dec-23 9:10 AM ICT,35.5
01-Dec-23 9:15 AM ICT,43.8
01-Dec-23 9:20 AM ICT,53.6
01-Dec-23 9:25 AM ICT,55.5
01-Dec-23 9:30 AM ICT,43.6
01-Dec-23 9:35 AM ICT,49.0
01-Dec-23 9:40 AM ICT,49.5
01-Dec-23 9:45 AM ICT,48.3
01-Dec-23 9:50 AM ICT,44.5
01-Dec-23 9:55 AM ICT,41.1
01-Dec-23 10:00 AM ICT,39.9
01-Dec-23 10:05 AM ICT,37.4
01-Dec-23 10:10 AM ICT,39.5
01-Dec-23 10:15 AM ICT,40.7
01-Dec-23 10:20 AM ICT,41.3
01-Dec-23 10:25 AM ICT,38.2
01-Dec-23 10:30 AM ICT,42.0
01-Dec-23 10:35 AM ICT,43.9
01-Dec-23 10:40 AM ICT,40.6
01-Dec-23 10:45 AM ICT,41.0
01-Dec-23 10:50 AM ICT,43.7
01-Dec-23 10:55 AM ICT,44.3
01-Dec-23 11:00 AM ICT,39.6
01-Dec-23 11:05 AM ICT,45.8
01-Dec-23 11:10 AM ICT,43.6
01-Dec-23 11:15 AM ICT,46.4
01-Dec-23 11:20 AM ICT,44.0
01-Dec-23 11:25 AM ICT,41.9
01-Dec-23 11:30 AM ICT,38.9
01-Dec-23 11:35 AM ICT,41.5
01-Dec-23 11:40 AM ICT,44.8
01-Dec-23 11:45 AM ICT,38.5
01-Dec-23 11:50 AM ICT,35.1
01-Dec-23 11:55 AM ICT,35.1
01-Dec-23 12:00 PM ICT,29.5
01-Dec-23 12:05 PM ICT,24.9
01-Dec-23 12:10 PM ICT,23.6
01-Dec-23 12:15 PM ICT,24.1
01-Dec-23 12:20 PM ICT,23.2
01-Dec-23 12:25 PM ICT,21.3
01-Dec-23 12:30 PM ICT,22.4
01-Dec-23 12:35 PM ICT,20.7
01-Dec-23 12:40 PM ICT,21.9
01-Dec-23 12:45 PM ICT,23.5
01-Dec-23 12:50 PM ICT,20.6
01-Dec-23 12:55 PM ICT,22.8
01-Dec-23 1:00 PM ICT,24.7
01-Dec-23 1:05 PM ICT,26.9
01-Dec-23 1:10 PM ICT,35.2
01-Dec-23 1:15 PM ICT,41.2
01-Dec-23 1:20 PM ICT,38.6
01-Dec-23 1:25 PM ICT,38.0
01-Dec-23 1:30 PM ICT,35.7
01-Dec-23 1:35 PM ICT,38.5
01-Dec-23 1:40 PM ICT,45.2
01-Dec-23 1:45 PM ICT,45.6
01-Dec-23 1:50 PM ICT,45.1
01-Dec-23 1:55 PM ICT,46.4
01-Dec-23 2:00 PM ICT,45.7
01-Dec-23 2:05 PM ICT,45.6
01-Dec-23 2:10 PM ICT,44.6
01-Dec-23 2:15 PM ICT,47.3
01-Dec-23 2:20 PM ICT,41.5
01-Dec-23 2:25 PM ICT,52.0
01-Dec-23 2:30 PM ICT,50.8
01-Dec-23 2:35 PM ICT,50.2
01-Dec-23 2:40 PM ICT,53.1
01-Dec-23 2:45 PM ICT,50.3
01-Dec-23 2:50 PM ICT,51.2
01-Dec-23 2:55 PM ICT,43.6
01-Dec-23 3:00 PM ICT,42.7
01-Dec-23 3:05 PM ICT,43.4
01-Dec-23 3:10 PM ICT,43.1
01-Dec-23 3:15 PM ICT,45.0
01-Dec-23 3:20 PM ICT,43.6
01-Dec-23 3:25 PM ICT,49.3
01-Dec-23 3:30 PM ICT,45.2
01-Dec-23 3:35 PM ICT,47.1
01-Dec-23 3:40 PM ICT,52.2
01-Dec-23 3:45 PM ICT,51.8
01-Dec-23 3:50 PM ICT,51.3
01-Dec-23 3:55 PM ICT,52.3
01-Dec-23 4:00 PM ICT,50.9
01-Dec-23 4:05 PM ICT,41.0
01-Dec-23 4:10 PM ICT,43.6
01-Dec-23 4:15 PM ICT,46.4
01-Dec-23 4:20 PM ICT,43.6
01-Dec-23 4:25 PM ICT,40.0
01-Dec-23 4:30 PM ICT,35.8
01-Dec-23 4:35 PM ICT,40.0
01-Dec-23 4:40 PM ICT,32.8
01-Dec-23 4:45 PM ICT,35.7
01-Dec-23 4:50 PM ICT,32.0
01-Dec-23 4:55 PM ICT,27.2
01-Dec-23 5:00 PM ICT,11.8
01-Dec-23 5:05 PM ICT,7.5
01-Dec-23 5:10 PM ICT,4.2
01-Dec-23 5:15 PM ICT,3.7
01-Dec-23 5:20 PM ICT,3.7
01-Dec-23 5:25 PM ICT,5.9
01-Dec-23 5:30 PM ICT,10.7
01-Dec-23 5:35 PM ICT,11.5
01-Dec-23 5:40 PM ICT,12.5
01-Dec-23 5:45 PM ICT,13.0
01-Dec-23 5:50 PM ICT,13.0
01-Dec-23 5:55 PM ICT,10.3
