Timestamp,BP_KW(kW)
18-Jul-23 2:15 PM ICT,22.1
18-Jul-23 2:20 PM ICT,27.5
18-Jul-23 2:25 PM ICT,25.8
18-Jul-23 2:30 PM ICT,24.3
18-Jul-23 2:35 PM ICT,28.2
18-Jul-23 2:40 PM ICT,32.6
18-Jul-23 2:45 PM ICT,37.7
18-Jul-23 2:50 PM ICT,36.8
18-Jul-23 2:55 PM ICT,31.6
18-Jul-23 3:00 PM ICT,34.7
18-Jul-23 3:05 PM ICT,28.8
18-Jul-23 3:10 PM ICT,36.1
18-Jul-23 3:15 PM ICT,31.8
18-Jul-23 3:20 PM ICT,47.8
18-Jul-23 3:25 PM ICT,50.3
18-Jul-23 3:30 PM ICT,54.3
18-Jul-23 3:35 PM ICT,42.7
18-Jul-23 3:40 PM ICT,43.2
18-Jul-23 3:45 PM ICT,39.0
18-Jul-23 3:50 PM ICT,48.3
18-Jul-23 3:55 PM ICT,37.5
18-Jul-23 4:00 PM ICT,34.0
18-Jul-23 4:05 PM ICT,45.1
18-Jul-23 4:10 PM ICT,28.3
18-Jul-23 4:15 PM ICT,34.7
18-Jul-23 4:20 PM ICT,49.3
18-Jul-23 4:25 PM ICT,45.0
18-Jul-23 4:30 PM ICT,39.4
18-Jul-23 4:35 PM ICT,36.0
18-Jul-23 4:40 PM ICT,15.4
18-Jul-23 4:45 PM ICT,33.5
18-Jul-23 4:50 PM ICT,21.9
18-Jul-23 4:55 PM ICT,9.4
18-Jul-23 5:00 PM ICT,5.1
18-Jul-23 5:05 PM ICT,1.4
18-Jul-23 5:10 PM ICT,1.0
18-Jul-23 5:15 PM ICT,1.0
18-Jul-23 5:20 PM ICT,0.9
18-Jul-23 5:25 PM ICT,0.8
18-Jul-23 5:30 PM ICT,0.8
18-Jul-23 5:35 PM ICT,0.8
18-Jul-23 5:40 PM ICT,0.8
18-Jul-23 5:45 PM ICT,0.8
18-Jul-23 5:50 PM ICT,0.8
18-Jul-23 5:55 PM ICT,0.8
18-Jul-23 6:00 PM ICT,0.8
18-Jul-23 6:05 PM ICT,0.8
18-Jul-23 6:10 PM ICT,0.8
18-Jul-23 6:15 PM ICT,1.2
18-Jul-23 6:20 PM ICT,1.2
18-Jul-23 6:25 PM ICT,1.2
18-Jul-23 6:30 PM ICT,1.2
18-Jul-23 6:35 PM ICT,1.3
18-Jul-23 6:40 PM ICT,1.3
18-Jul-23 6:45 PM ICT,1.1
18-Jul-23 6:50 PM ICT,0.5
18-Jul-23 6:55 PM ICT,0.5
18-Jul-23 7:00 PM ICT,0.5
18-Jul-23 7:05 PM ICT,0.5
18-Jul-23 7:10 PM ICT,0.5
18-Jul-23 7:15 PM ICT,0.5
18-Jul-23 7:20 PM ICT,0.5
18-Jul-23 7:25 PM ICT,0.5
18-Jul-23 7:30 PM ICT,0.5
18-Jul-23 7:35 PM ICT,0.5
18-Jul-23 7:40 PM ICT,0.5
18-Jul-23 7:45 PM ICT,0.5
