Timestamp,BP_KW(kW)
09-Aug-23 4:55 AM ICT,0.6
09-Aug-23 5:00 AM ICT,0.6
09-Aug-23 5:05 AM ICT,0.6
09-Aug-23 5:10 AM ICT,0.6
09-Aug-23 5:15 AM ICT,0.6
09-Aug-23 5:20 AM ICT,0.6
09-Aug-23 5:25 AM ICT,0.7
09-Aug-23 5:30 AM ICT,0.7
09-Aug-23 5:35 AM ICT,0.5
09-Aug-23 5:40 AM ICT,0.5
09-Aug-23 5:45 AM ICT,0.3
09-Aug-23 5:50 AM ICT,0.2
09-Aug-23 5:55 AM ICT,0.2
09-Aug-23 6:00 AM ICT,0.2
09-Aug-23 6:05 AM ICT,0.2
09-Aug-23 6:10 AM ICT,0.2
09-Aug-23 6:15 AM ICT,0.2
09-Aug-23 6:20 AM ICT,0.2
09-Aug-23 6:25 AM ICT,0.2
09-Aug-23 6:30 AM ICT,0.5
09-Aug-23 6:35 AM ICT,0.7
09-Aug-23 6:40 AM ICT,1.2
09-Aug-23 6:45 AM ICT,1.2
09-Aug-23 6:50 AM ICT,1.1
09-Aug-23 6:55 AM ICT,1.1
09-Aug-23 7:00 AM ICT,1.5
09-Aug-23 7:05 AM ICT,1.4
09-Aug-23 7:10 AM ICT,1.4
09-Aug-23 7:15 AM ICT,1.4
09-Aug-23 7:20 AM ICT,1.4
09-Aug-23 7:25 AM ICT,1.4
09-Aug-23 7:30 AM ICT,1.5
09-Aug-23 7:35 AM ICT,1.4
09-Aug-23 7:40 AM ICT,7.8
09-Aug-23 7:45 AM ICT,9.0
09-Aug-23 7:50 AM ICT,13.1
09-Aug-23 7:55 AM ICT,4.0
09-Aug-23 8:00 AM ICT,4.3
09-Aug-23 8:05 AM ICT,9.5
09-Aug-23 8:10 AM ICT,13.5
09-Aug-23 8:15 AM ICT,17.5
09-Aug-23 8:20 AM ICT,30.2
09-Aug-23 8:25 AM ICT,38.4
09-Aug-23 8:30 AM ICT,24.7
09-Aug-23 8:35 AM ICT,27.1
09-Aug-23 8:40 AM ICT,27.1
09-Aug-23 8:45 AM ICT,28.1
09-Aug-23 8:50 AM ICT,25.0
09-Aug-23 8:55 AM ICT,43.6
09-Aug-23 9:00 AM ICT,43.6
09-Aug-23 9:05 AM ICT,48.5
09-Aug-23 9:10 AM ICT,33.7
09-Aug-23 9:15 AM ICT,41.1
09-Aug-23 9:20 AM ICT,46.5
09-Aug-23 9:25 AM ICT,42.0
09-Aug-23 9:30 AM ICT,26.3
09-Aug-23 9:35 AM ICT,20.4
09-Aug-23 9:40 AM ICT,15.8
09-Aug-23 9:45 AM ICT,20.1
09-Aug-23 9:50 AM ICT,23.5
09-Aug-23 9:55 AM ICT,40.5
09-Aug-23 10:00 AM ICT,35.3
09-Aug-23 10:05 AM ICT,32.3
09-Aug-23 10:10 AM ICT,34.0
09-Aug-23 10:15 AM ICT,39.6
09-Aug-23 10:20 AM ICT,44.5
09-Aug-23 10:25 AM ICT,31.6
09-Aug-23 10:30 AM ICT,30.7
09-Aug-23 10:35 AM ICT,47.8
09-Aug-23 10:40 AM ICT,42.0
