Timestamp,ACE_KW(kW)
18-Jul-23 2:15 PM ICT,63.6
18-Jul-23 2:20 PM ICT,63.6
18-Jul-23 2:25 PM ICT,61.6
18-Jul-23 2:30 PM ICT,55.9
18-Jul-23 2:35 PM ICT,57.8
18-Jul-23 2:40 PM ICT,62.2
18-Jul-23 2:45 PM ICT,66.7
18-Jul-23 2:50 PM ICT,70.5
18-Jul-23 2:55 PM ICT,59.5
18-Jul-23 3:00 PM ICT,66.8
18-Jul-23 3:05 PM ICT,74.7
18-Jul-23 3:10 PM ICT,78.0
18-Jul-23 3:15 PM ICT,74.7
18-Jul-23 3:20 PM ICT,77.0
18-Jul-23 3:25 PM ICT,117.5
18-Jul-23 3:30 PM ICT,118.7
18-Jul-23 3:35 PM ICT,121.0
18-Jul-23 3:40 PM ICT,123.0
18-Jul-23 3:45 PM ICT,124.3
18-Jul-23 3:50 PM ICT,121.8
18-Jul-23 3:55 PM ICT,92.6
18-Jul-23 4:00 PM ICT,56.2
18-Jul-23 4:05 PM ICT,108.1
18-Jul-23 4:10 PM ICT,92.0
18-Jul-23 4:15 PM ICT,63.0
18-Jul-23 4:20 PM ICT,66.3
18-Jul-23 4:25 PM ICT,15.6
18-Jul-23 4:30 PM ICT,13.3
18-Jul-23 4:35 PM ICT,27.1
18-Jul-23 4:40 PM ICT,28.0
18-Jul-23 4:45 PM ICT,24.8
18-Jul-23 4:50 PM ICT,22.9
18-Jul-23 4:55 PM ICT,20.9
18-Jul-23 5:00 PM ICT,24.0
18-Jul-23 5:05 PM ICT,25.0
18-Jul-23 5:10 PM ICT,27.2
18-Jul-23 5:15 PM ICT,31.1
18-Jul-23 5:20 PM ICT,27.2
18-Jul-23 5:25 PM ICT,23.8
18-Jul-23 5:30 PM ICT,22.7
18-Jul-23 5:35 PM ICT,21.8
18-Jul-23 5:40 PM ICT,21.2
18-Jul-23 5:45 PM ICT,19.5
18-Jul-23 5:50 PM ICT,16.2
18-Jul-23 5:55 PM ICT,13.7
18-Jul-23 6:00 PM ICT,11.8
18-Jul-23 6:05 PM ICT,10.3
18-Jul-23 6:10 PM ICT,8.6
18-Jul-23 6:15 PM ICT,6.5
18-Jul-23 6:20 PM ICT,4.4
18-Jul-23 6:25 PM ICT,2.8
18-Jul-23 6:30 PM ICT,1.5
18-Jul-23 6:35 PM ICT,0.4
18-Jul-23 6:40 PM ICT,0.2
18-Jul-23 6:45 PM ICT,0.6
18-Jul-23 6:50 PM ICT,0.6
18-Jul-23 6:55 PM ICT,0.4
18-Jul-23 7:00 PM ICT,0.4
18-Jul-23 7:05 PM ICT,0.5
18-Jul-23 7:10 PM ICT,0.7
18-Jul-23 7:15 PM ICT,0.7
18-Jul-23 7:20 PM ICT,0.8
18-Jul-23 7:25 PM ICT,0.7
18-Jul-23 7:30 PM ICT,0.7
18-Jul-23 7:35 PM ICT,0.5
18-Jul-23 7:40 PM ICT,0.3
18-Jul-23 7:45 PM ICT,0.3
18-Jul-23 7:50 PM ICT,0.3
18-Jul-23 7:55 PM ICT,0.5
18-Jul-23 8:00 PM ICT,0.5
18-Jul-23 8:05 PM ICT,0.6
18-Jul-23 8:10 PM ICT,0.9
18-Jul-23 8:15 PM ICT,0.7
18-Jul-23 8:20 PM ICT,0.7
18-Jul-23 8:25 PM ICT,0.7
18-Jul-23 8:30 PM ICT,0.5
18-Jul-23 8:35 PM ICT,0.4
18-Jul-23 8:40 PM ICT,0.3
18-Jul-23 8:45 PM ICT,0.3
18-Jul-23 8:50 PM ICT,0.5
18-Jul-23 8:55 PM ICT,0.7
18-Jul-23 9:00 PM ICT,0.5
18-Jul-23 9:05 PM ICT,0.4
18-Jul-23 9:10 PM ICT,0.7
18-Jul-23 9:15 PM ICT,0.7
18-Jul-23 9:20 PM ICT,0.8
18-Jul-23 9:25 PM ICT,0.7
18-Jul-23 9:30 PM ICT,0.5
18-Jul-23 9:35 PM ICT,0.4
18-Jul-23 9:40 PM ICT,0.5
18-Jul-23 9:45 PM ICT,0.3
18-Jul-23 9:50 PM ICT,0.5
18-Jul-23 9:55 PM ICT,0.5
18-Jul-23 10:00 PM ICT,0.4
18-Jul-23 10:05 PM ICT,0.3
18-Jul-23 10:10 PM ICT,0.5
18-Jul-23 10:15 PM ICT,0.7
18-Jul-23 10:20 PM ICT,0.8
18-Jul-23 10:25 PM ICT,0.9
18-Jul-23 10:30 PM ICT,0.5
18-Jul-23 10:35 PM ICT,0.3
18-Jul-23 10:40 PM ICT,0.3
18-Jul-23 10:45 PM ICT,0.4
18-Jul-23 10:50 PM ICT,0.5
18-Jul-23 10:55 PM ICT,0.5
18-Jul-23 11:00 PM ICT,0.4
18-Jul-23 11:05 PM ICT,0.5
18-Jul-23 11:10 PM ICT,0.5
18-Jul-23 11:15 PM ICT,0.7
18-Jul-23 11:20 PM ICT,0.8
18-Jul-23 11:25 PM ICT,0.8
