Timestamp,ShowRoomKW(kW)
18-Jul-23 2:10 PM ICT,169.2
18-Jul-23 2:15 PM ICT,152.3
18-Jul-23 2:20 PM ICT,148.3
18-Jul-23 2:25 PM ICT,154.8
18-Jul-23 2:30 PM ICT,150.3
18-Jul-23 2:35 PM ICT,155.9
18-Jul-23 2:40 PM ICT,153.5
18-Jul-23 2:45 PM ICT,160.9
18-Jul-23 2:50 PM ICT,167.6
18-Jul-23 2:55 PM ICT,155.0
18-Jul-23 3:00 PM ICT,153.6
18-Jul-23 3:05 PM ICT,169.6
18-Jul-23 3:10 PM ICT,165.8
18-Jul-23 3:15 PM ICT,173.8
18-Jul-23 3:20 PM ICT,170.2
18-Jul-23 3:25 PM ICT,168.5
18-Jul-23 3:30 PM ICT,163.1
18-Jul-23 3:35 PM ICT,167.9
18-Jul-23 3:40 PM ICT,167.8
18-Jul-23 3:45 PM ICT,160.2
18-Jul-23 3:50 PM ICT,168.3
18-Jul-23 3:55 PM ICT,158.7
18-Jul-23 4:00 PM ICT,160.7
18-Jul-23 4:05 PM ICT,163.6
18-Jul-23 4:10 PM ICT,162.2
18-Jul-23 4:15 PM ICT,164.7
18-Jul-23 4:20 PM ICT,156.0
18-Jul-23 4:25 PM ICT,162.0
18-Jul-23 4:30 PM ICT,156.0
18-Jul-23 4:35 PM ICT,159.5
18-Jul-23 4:40 PM ICT,152.6
18-Jul-23 4:45 PM ICT,152.2
18-Jul-23 4:50 PM ICT,108.0
18-Jul-23 4:55 PM ICT,74.0
18-Jul-23 5:00 PM ICT,62.8
18-Jul-23 5:05 PM ICT,48.9
18-Jul-23 5:10 PM ICT,41.3
18-Jul-23 5:15 PM ICT,36.4
18-Jul-23 5:20 PM ICT,33.3
18-Jul-23 5:25 PM ICT,27.2
18-Jul-23 5:30 PM ICT,22.2
18-Jul-23 5:35 PM ICT,15.2
18-Jul-23 5:40 PM ICT,14.0
18-Jul-23 5:45 PM ICT,15.1
18-Jul-23 5:50 PM ICT,15.5
18-Jul-23 5:55 PM ICT,13.7
18-Jul-23 6:00 PM ICT,15.2
18-Jul-23 6:05 PM ICT,18.4
18-Jul-23 6:10 PM ICT,17.7
18-Jul-23 6:15 PM ICT,15.2
18-Jul-23 6:20 PM ICT,11.8
18-Jul-23 6:25 PM ICT,10.2
18-Jul-23 6:30 PM ICT,11.2
18-Jul-23 6:35 PM ICT,11.2
18-Jul-23 6:40 PM ICT,11.3
18-Jul-23 6:45 PM ICT,12.9
18-Jul-23 6:50 PM ICT,11.9
18-Jul-23 6:55 PM ICT,13.0
18-Jul-23 7:00 PM ICT,12.1
18-Jul-23 7:05 PM ICT,11.7
18-Jul-23 7:10 PM ICT,13.0
18-Jul-23 7:15 PM ICT,12.5
18-Jul-23 7:20 PM ICT,12.2
18-Jul-23 7:25 PM ICT,12.6
18-Jul-23 7:30 PM ICT,11.7
18-Jul-23 7:35 PM ICT,27.0
18-Jul-23 7:40 PM ICT,38.4
18-Jul-23 7:45 PM ICT,37.6
18-Jul-23 7:50 PM ICT,43.6
18-Jul-23 7:55 PM ICT,37.2
18-Jul-23 8:00 PM ICT,38.4
18-Jul-23 8:05 PM ICT,36.8
18-Jul-23 8:10 PM ICT,37.8
18-Jul-23 8:15 PM ICT,36.6
18-Jul-23 8:20 PM ICT,37.3
18-Jul-23 8:25 PM ICT,37.8
18-Jul-23 8:30 PM ICT,36.2
18-Jul-23 8:35 PM ICT,11.4
18-Jul-23 8:40 PM ICT,10.4
18-Jul-23 8:45 PM ICT,10.7
18-Jul-23 8:50 PM ICT,11.1
18-Jul-23 8:55 PM ICT,10.3
18-Jul-23 9:00 PM ICT,11.0
18-Jul-23 9:05 PM ICT,11.1
18-Jul-23 9:10 PM ICT,11.3
18-Jul-23 9:15 PM ICT,11.7
18-Jul-23 9:20 PM ICT,10.2
18-Jul-23 9:25 PM ICT,11.5
18-Jul-23 9:30 PM ICT,10.8
18-Jul-23 9:35 PM ICT,11.1
18-Jul-23 9:40 PM ICT,10.8
18-Jul-23 9:45 PM ICT,9.9
18-Jul-23 9:50 PM ICT,17.3
18-Jul-23 9:55 PM ICT,10.6
18-Jul-23 10:00 PM ICT,11.0
18-Jul-23 10:05 PM ICT,10.3
18-Jul-23 10:10 PM ICT,11.0
18-Jul-23 10:15 PM ICT,11.5
18-Jul-23 10:20 PM ICT,9.8
18-Jul-23 10:25 PM ICT,11.1
18-Jul-23 10:30 PM ICT,10.4
18-Jul-23 10:35 PM ICT,11.3
18-Jul-23 10:40 PM ICT,11.1
18-Jul-23 10:45 PM ICT,9.6
18-Jul-23 10:50 PM ICT,11.7
18-Jul-23 10:55 PM ICT,10.3
18-Jul-23 11:00 PM ICT,11.3
18-Jul-23 11:05 PM ICT,10.6
18-Jul-23 11:10 PM ICT,11.4
18-Jul-23 11:15 PM ICT,11.8
18-Jul-23 11:20 PM ICT,9.5
18-Jul-23 11:25 PM ICT,11.1
18-Jul-23 11:30 PM ICT,10.7
18-Jul-23 11:35 PM ICT,11.1
18-Jul-23 11:40 PM ICT,16.7
18-Jul-23 11:45 PM ICT,10.4
18-Jul-23 11:50 PM ICT,10.6
18-Jul-23 11:55 PM ICT,9.8
19-Jul-23 12:00 AM ICT,11.6
19-Jul-23 12:05 AM ICT,9.0
19-Jul-23 12:10 AM ICT,10.7
19-Jul-23 12:15 AM ICT,10.6
19-Jul-23 12:20 AM ICT,10.8
19-Jul-23 12:25 AM ICT,10.6
19-Jul-23 12:30 AM ICT,8.9
19-Jul-23 12:35 AM ICT,11.3
19-Jul-23 12:40 AM ICT,10.7
19-Jul-23 12:45 AM ICT,10.6
19-Jul-23 12:50 AM ICT,11.2
19-Jul-23 12:55 AM ICT,10.3
19-Jul-23 1:00 AM ICT,11.8
19-Jul-23 1:05 AM ICT,10.3
19-Jul-23 1:10 AM ICT,10.4
19-Jul-23 1:15 AM ICT,11.7
19-Jul-23 1:20 AM ICT,10.9
19-Jul-23 1:25 AM ICT,11.5
19-Jul-23 1:30 AM ICT,9.5
19-Jul-23 1:35 AM ICT,9.6
19-Jul-23 1:40 AM ICT,9.4
19-Jul-23 1:45 AM ICT,8.9
19-Jul-23 1:50 AM ICT,8.8
19-Jul-23 1:55 AM ICT,9.4
19-Jul-23 2:00 AM ICT,10.0
19-Jul-23 2:05 AM ICT,9.2
19-Jul-23 2:10 AM ICT,8.6
19-Jul-23 2:15 AM ICT,9.6
19-Jul-23 2:20 AM ICT,9.9
19-Jul-23 2:25 AM ICT,9.1
19-Jul-23 2:30 AM ICT,9.0
19-Jul-23 2:35 AM ICT,9.6
19-Jul-23 2:40 AM ICT,10.0
19-Jul-23 2:45 AM ICT,9.0
19-Jul-23 2:50 AM ICT,8.8
19-Jul-23 2:55 AM ICT,9.5
19-Jul-23 3:00 AM ICT,9.9
19-Jul-23 3:05 AM ICT,9.1
19-Jul-23 3:10 AM ICT,8.7
19-Jul-23 3:15 AM ICT,9.2
19-Jul-23 3:20 AM ICT,9.4
19-Jul-23 3:25 AM ICT,8.2
19-Jul-23 3:30 AM ICT,8.2
19-Jul-23 3:35 AM ICT,8.8
19-Jul-23 3:40 AM ICT,8.5
19-Jul-23 3:45 AM ICT,8.4
19-Jul-23 3:50 AM ICT,9.1
19-Jul-23 3:55 AM ICT,9.3
19-Jul-23 4:00 AM ICT,8.7
19-Jul-23 4:05 AM ICT,8.7
19-Jul-23 4:10 AM ICT,9.8
19-Jul-23 4:15 AM ICT,9.1
19-Jul-23 4:20 AM ICT,8.4
19-Jul-23 4:25 AM ICT,9.2
19-Jul-23 4:30 AM ICT,9.7
19-Jul-23 4:35 AM ICT,9.2
19-Jul-23 4:40 AM ICT,9.2
